,S&P 500,NASDAQ 100,Euro Stoxx 50,Nikkei 225,FTSE China A50,DAX,Hang Seng,FTSE 100,EURO BUND 10Y,EURO BOBL 5Y,EURO SCHATZ 2Y,US T-Note 10Y,US T-Note 5Y,US T-Note 2Y
2006-09-15,1335.7,1653.75,3827.0,15850.0,5405.0,5978.5,17318.0,5907.5,117.24,109.52,103.82,107.0,104.8438,101.9688
2006-09-18,1330.0,1653.25,3830.0,15850.0,5413.0,5976.0,17445.0,5937.0,117.09,109.41,103.77,106.8438,104.7656,101.9141
2006-09-19,1334.0,1642.75,3790.0,15810.0,5432.0,5921.5,17376.0,5839.5,117.5,109.63,103.88,107.4063,105.1094,102.0859
2006-09-20,1334.8,1663.5,3861.0,15680.0,5433.0,6004.5,17615.0,5905.5,117.39,109.57,103.85,107.3906,105.0625,102.0469
2006-09-21,1338.2,1655.0,3845.0,15770.0,5479.0,5969.0,17670.0,5910.0,118.02,109.94,103.98,108.0625,105.5469,102.2734
2006-09-22,1327.5,1642.0,3835.0,15560.0,5430.0,5939.5,17671.0,5860.5,118.24,110.14,104.09,108.375,105.7344,102.3125
2006-09-25,1335.4,1665.5,3868.0,15580.0,5408.0,5989.0,17636.0,5840.5,118.59,110.34,104.19,108.6563,105.9063,102.375
2006-09-26,1336.8,1673.5,3898.0,15580.0,5334.0,6020.5,17391.0,5902.5,118.47,110.19,104.11,108.375,105.6563,102.2813
2006-09-27,1344.2,1677.25,3910.0,15940.0,5370.0,6033.5,17624.0,5948.0,118.38,110.12,104.08,108.3125,105.6406,102.3047
2006-09-28,1347.8,1673.25,3913.0,16050.0,5448.0,6041.5,17572.0,5997.5,118.42,110.08,104.05,108.25,105.625,102.2969
2006-09-29,1349.4,1670.25,3915.0,16100.0,5495.0,6046.5,17559.0,5997.5,118.11,109.96,104.0,108.0781,105.5313,102.2578
2006-10-02,1344.6,1647.75,3895.0,16290.0,5495.0,6029.0,17559.0,5980.0,118.27,110.02,104.03,108.2656,105.6719,102.3359
2006-10-03,1338.6,1654.5,3906.0,16240.0,5495.0,6056.0,17634.0,5990.0,117.95,109.94,104.0,108.2031,105.6094,102.3047
2006-10-04,1341.3,1692.25,3957.0,16120.0,5495.0,6129.5,17672.0,5991.0,118.35,110.11,104.06,108.5781,105.9063,102.4453
2006-10-05,1358.0,1701.75,3962.0,16460.0,5495.0,6126.5,17970.0,6029.0,118.1,109.99,104.02,108.25,105.6563,102.3281
2006-10-06,1357.7,1699.75,3956.0,16480.0,5495.0,6129.0,17923.0,6019.5,117.68,109.83,103.99,107.6094,105.2344,102.1563
2006-10-09,1356.1,1704.25,3957.0,16480.0,5675.0,6128.5,17684.0,6057.5,117.71,109.8,103.96,107.6094,105.2344,102.1563
2006-10-10,1359.9,1704.5,3975.0,16510.0,5655.0,6160.0,17868.0,6088.5,117.21,109.47,103.86,107.2031,104.9531,101.9922
2006-10-11,1356.8,1706.25,3980.0,16440.0,5646.0,6154.0,17847.0,6108.0,117.09,109.41,103.84,107.0313,104.8281,101.9375
2006-10-12,1362.6,1733.25,4017.0,16380.0,5623.0,6210.0,17950.0,6128.0,117.28,109.52,103.89,107.0781,104.8594,101.9531
2006-10-13,1370.1,1739.5,4018.0,16570.0,5648.0,6219.0,17992.0,6180.0,117.04,109.46,103.88,106.9063,104.7656,101.9141
2006-10-16,1372.9,1741.5,4020.0,16700.0,5574.0,6227.0,18016.0,6203.0,117.09,109.45,103.88,107.0781,104.8438,101.9453
2006-10-17,1371.8,1719.5,3981.0,16620.0,5534.0,6176.0,17974.0,6135.5,117.24,109.52,103.91,107.1406,104.8906,101.9609
2006-10-18,1377.5,1715.25,3991.0,16660.0,5645.0,6208.0,18037.0,6167.5,117.19,109.55,103.92,107.2031,104.9375,101.9531
2006-10-19,1371.2,1723.25,3991.0,16530.0,5650.0,6207.0,17973.0,6175.5,116.97,109.46,103.88,107.0313,104.8281,101.9141
2006-10-20,1373.6,1719.25,4017.0,16630.0,5687.0,6242.0,18173.0,6182.0,116.98,109.41,103.84,106.9844,104.7813,101.9063
2006-10-23,1371.5,1734.75,4038.0,16770.0,5595.0,6282.5,18131.0,6196.0,116.65,109.17,103.78,106.7188,104.6094,101.8125
2006-10-24,1384.5,1726.0,4026.0,16790.0,5736.0,6275.5,18173.0,6201.0,116.63,109.21,103.79,106.7656,104.6094,101.8281
2006-10-25,1383.8,1740.5,4038.0,16710.0,5788.0,6312.0,18155.0,6228.0,116.73,109.23,103.79,107.125,104.8438,101.9063
2006-10-26,1392.7,1751.5,4051.0,16830.0,5874.0,6335.0,18429.0,6210.5,116.82,109.26,103.78,107.4844,105.0938,102.0078
2006-10-27,1390.2,1731.25,4010.0,16690.0,5834.0,6277.0,18299.0,6187.5,117.23,109.42,103.81,107.75,105.2813,102.1016
2006-10-30,1381.4,1736.0,4010.0,16380.0,5826.0,6288.0,18299.0,6124.5,117.43,109.48,103.82,107.7813,105.2813,102.0859
2006-10-31,1384.8,1743.0,4005.0,16350.0,5913.0,6291.0,18340.0,6134.5,117.83,109.74,103.91,108.2344,105.5938,102.2188
2006-11-01,1386.9,1719.0,3994.0,16390.0,6024.0,6281.0,18494.0,6145.0,118.18,109.92,103.98,108.5,105.7656,102.2969
2006-11-02,1368.7,1716.5,3982.0,16350.0,5995.0,6249.5,18810.0,6155.5,117.84,109.79,103.91,108.2969,105.6406,102.2422
2006-11-03,1375.8,1714.0,3991.0,16350.0,6043.0,6261.0,18750.0,6163.0,117.44,109.47,103.81,107.4531,105.0313,101.9688
2006-11-06,1372.8,1736.75,4062.0,16380.0,6180.0,6367.0,18964.0,6232.0,117.45,109.44,103.8,107.5781,105.125,101.9844
2006-11-07,1386.1,1752.25,4066.0,16430.0,6260.0,6370.5,18966.0,6249.5,117.76,109.57,103.82,107.8594,105.3125,102.0547
2006-11-08,1382.2,1762.25,4090.0,16240.0,6186.0,6390.0,18827.0,6250.0,117.78,109.53,103.78,108.0313,105.4063,102.0938
2006-11-09,1392.0,1750.75,4065.0,16250.0,6354.0,6355.5,19010.0,6244.5,117.85,109.58,103.8,108.0781,105.4688,102.1094
2006-11-10,1384.5,1758.75,4078.0,16080.0,6313.0,6382.0,18860.0,6227.0,118.03,109.74,103.89,108.2656,105.5781,102.125
2006-11-13,1383.9,1773.25,4086.0,16010.0,6246.0,6407.5,18909.0,6211.5,117.92,109.69,103.86,108.1094,105.4375,102.0547
2006-11-14,1393.2,1796.25,4112.0,16300.0,6328.0,6440.5,18942.0,6203.0,118.06,109.73,103.86,108.3594,105.5781,102.1094
2006-11-15,1397.1,1801.0,4117.0,16270.0,6523.0,6451.5,19134.0,6235.5,117.82,109.59,103.82,107.9844,105.2969,101.9766
2006-11-16,1406.3,1810.0,4114.0,16180.0,6566.0,6464.5,19160.0,6260.5,117.65,109.52,103.81,107.7031,105.0781,101.9141
2006-11-17,1400.3,1806.0,4102.0,16070.0,6686.0,6450.0,19188.0,6202.0,118.07,109.72,103.88,108.1875,105.4375,102.0781
2006-11-20,1403.1,1811.25,4102.0,15720.0,6912.0,6465.0,18906.0,6208.5,118.24,109.83,103.93,108.2031,105.4219,102.0547
2006-11-21,1405.7,1815.25,4111.0,15700.0,6973.0,6480.0,19048.0,6219.5,118.27,109.85,103.92,108.3594,105.5156,102.0703
2006-11-22,1407.1,1824.75,4110.0,15860.0,7007.0,6497.5,19318.0,6177.0,118.25,109.83,103.94,108.4688,105.5781,102.1016
2006-11-23,1407.1,1824.75,4092.0,15860.0,7061.0,6494.5,19313.0,6149.0,118.02,109.69,103.87,108.4688,105.5781,102.1016
2006-11-24,1401.1,1814.0,4032.0,15730.0,6996.0,6392.0,19270.0,6124.5,118.32,109.84,103.91,108.4844,105.5938,102.1172
2006-11-27,1401.8,1779.25,3966.0,15880.0,6985.0,6275.0,19224.0,6069.0,118.4,109.99,103.98,108.6094,105.6875,102.1406
2006-11-28,1380.5,1782.25,3987.0,15850.0,6880.0,6299.0,18680.0,6045.5,118.44,109.99,104.0,108.8281,105.8281,102.1875
2006-11-29,1393.3,1795.75,4027.0,16100.0,6986.0,6376.0,18766.0,6085.0,118.13,109.77,103.91,108.7031,105.7344,102.1641
2006-11-30,1402.2,1795.5,4001.0,16310.0,7188.0,6333.0,18998.0,6067.5,118.49,109.97,103.97,109.1094,106.0313,102.2813
2006-12-01,1403.1,1803.5,3969.0,16350.0,7314.0,6312.5,18830.0,6053.0,118.92,110.41,104.04,109.4375,106.4375,102.6875
2006-12-04,1399.5,1824.75,3999.0,16250.0,7535.0,6372.5,18809.0,6058.0,118.89,110.42,104.08,109.4688,106.4688,102.7109
2006-12-05,1413.2,1829.75,4046.0,16300.0,7629.0,6443.5,19136.0,6102.0,118.83,110.32,104.01,109.375,106.4219,102.6875
2006-12-06,1415.2,1823.0,4023.0,16410.0,7660.0,6427.0,19153.0,6111.0,118.65,110.21,103.96,109.0938,106.1719,102.5469
2006-12-07,1417.7,1798.25,4038.0,16500.0,7653.0,6473.0,18949.0,6159.0,118.42,110.0,103.88,109.125,106.1875,102.5547
2006-12-08,1419.0,1808.25,4054.0,16400.0,7393.0,6496.0,18875.0,6183.5,118.08,109.82,103.84,108.625,105.8281,102.3672
2006-12-11,1423.5,1817.25,4086.0,16580.0,7774.0,6530.0,18995.0,6182.5,118.08,109.85,103.82,108.8281,105.9531,102.375
2006-12-12,1425.3,1803.0,4084.0,16670.0,7869.0,6526.5,18990.0,6156.0,118.12,109.84,103.81,109.0938,106.1563,102.4688
2006-12-13,1430.5,1807.25,4137.0,16700.0,7866.0,6588.0,18798.0,6212.0,117.84,109.64,103.72,108.4219,105.7188,102.2891
2006-12-14,1426.9,1825.5,4162.0,16840.0,7987.0,6635.0,19060.0,6248.5,117.58,109.49,103.68,108.3125,105.6094,102.2344
2006-12-15,1444.0,1828.5,4152.0,16910.0,8120.0,6637.5,19181.0,6258.5,117.33,109.41,103.65,108.3438,105.6563,102.25
2006-12-18,1441.0,1811.0,4144.0,16960.0,8361.0,6636.5,19290.0,6263.0,117.15,109.35,103.64,108.3906,105.6719,102.2656
2006-12-19,1429.7,1803.0,4144.0,16810.0,8373.0,6636.0,19050.0,6214.0,116.82,109.17,103.59,108.3594,105.6563,102.2578
2006-12-20,1437.6,1797.75,4129.0,17000.0,8405.0,6620.5,19330.0,6208.0,116.89,109.18,103.58,108.3281,105.625,102.25
2006-12-21,1436.5,1786.5,4130.0,17050.0,8283.0,6609.5,19310.0,6179.0,116.95,109.27,103.61,108.6875,105.8906,102.3672
2006-12-22,1431.0,1764.0,4092.0,17110.0,8233.0,6552.5,19423.0,6193.5,116.68,109.11,103.57,108.1406,105.5313,102.2188
2006-12-25,1431.0,1764.0,4092.0,17100.0,8507.0,6552.5,19423.0,6193.5,116.68,109.11,103.57,108.1406,105.5313,102.2188
2006-12-26,1421.3,1773.25,4092.0,17180.0,8450.0,6552.5,19423.0,6193.5,116.68,109.11,103.57,108.2656,105.5781,102.2344
2006-12-27,1432.0,1779.5,4173.0,17260.0,8737.0,6678.0,19810.0,6264.5,116.24,108.92,103.5,107.8594,105.3125,102.1172
2006-12-28,1436.2,1774.75,4157.0,17250.0,8990.0,6667.0,20111.0,6254.5,116.12,108.83,103.47,107.6094,105.125,102.0547
2006-12-29,1434.5,1776.0,4157.0,17270.0,9000.0,6652.5,20018.0,6216.0,116.03,108.82,103.46,107.5,105.0781,102.0234
2007-01-01,1434.5,1776.0,4157.0,17270.0,9000.0,6652.5,20018.0,6216.0,116.03,108.82,103.46,107.5,105.0781,102.0234
2007-01-02,1437.6,1775.0,4214.0,17270.0,9000.0,6738.0,20446.0,6323.0,116.24,108.95,103.51,107.5781,105.1406,102.0547
2007-01-03,1434.5,1779.0,4190.0,17270.0,9000.0,6706.0,20560.0,6319.0,116.25,108.97,103.53,107.7656,105.25,102.1172
2007-01-04,1423.4,1812.5,4199.0,17360.0,9408.0,6724.5,20113.0,6288.5,116.36,109.0,103.51,108.1563,105.5156,102.2266
2007-01-05,1422.8,1797.25,4152.0,17080.0,9241.0,6642.5,20330.0,6223.0,115.99,108.81,103.46,107.875,105.2969,102.1328
2007-01-08,1419.2,1804.25,4153.0,17080.0,9423.0,6668.0,20083.0,6184.5,115.98,108.85,103.47,107.8438,105.2344,102.0703
2007-01-09,1423.5,1810.75,4145.0,17260.0,9794.0,6657.0,19989.0,6165.0,115.65,108.68,103.41,107.7969,105.2344,102.0547
2007-01-10,1415.3,1834.5,4129.0,16950.0,10012.0,6642.0,19631.0,6159.0,115.58,108.68,103.4,107.625,105.1406,102.0156
2007-01-11,1424.6,1849.75,4187.0,16860.0,9856.0,6719.5,19477.0,6244.0,115.5,108.69,103.43,107.3281,104.9219,101.9297
2007-01-12,1429.8,1862.25,4211.0,17080.0,9644.0,6762.5,19738.0,6246.5,115.19,108.59,103.42,107.0625,104.7656,101.8828
2007-01-15,1429.8,1862.25,4202.0,17250.0,10151.0,6769.5,20120.0,6251.0,115.28,108.58,103.4,107.0625,104.7656,101.8828
2007-01-16,1440.1,1856.5,4192.0,17250.0,10368.0,6768.0,20111.0,6215.0,115.41,108.62,103.4,107.25,104.8906,101.9063
2007-01-17,1436.2,1841.25,4168.0,17270.0,10116.0,6748.0,20090.0,6211.5,115.31,108.54,103.4,107.0156,104.7188,101.8438
2007-01-18,1440.8,1806.0,4137.0,17380.0,9975.0,6705.0,20383.0,6211.0,115.39,108.59,103.4,107.2188,104.8438,101.8828
2007-01-19,1433.2,1806.75,4188.0,17320.0,10237.0,6779.0,20418.0,6227.5,115.25,108.46,103.38,107.0,104.6875,101.8125
2007-01-22,1438.2,1792.75,4152.0,17410.0,10627.0,6720.0,20852.0,6204.5,115.52,108.63,103.43,107.125,104.7656,101.8359
2007-01-23,1429.9,1787.0,4166.0,17420.0,10741.0,6726.0,20831.0,6222.0,115.38,108.53,103.39,106.8438,104.5625,101.7656
2007-01-24,1437.1,1815.5,4212.0,17530.0,10933.0,6794.0,20816.0,6308.5,115.36,108.5,103.38,106.8438,104.5938,101.7969
2007-01-25,1445.7,1791.0,4157.0,17480.0,10661.0,6707.5,20750.0,6244.5,115.0,108.4,103.36,106.4375,104.3125,101.7031
2007-01-26,1431.7,1781.25,4182.0,17380.0,10961.0,6746.0,20301.0,6215.5,114.9,108.36,103.36,106.4375,104.3438,101.7266
2007-01-29,1427.2,1787.75,4176.0,17480.0,11182.0,6750.0,20266.0,6230.5,114.67,108.26,103.34,106.3281,104.2656,101.6875
2007-01-30,1428.4,1789.25,4216.0,17520.0,10770.0,6822.0,20520.0,6222.0,114.86,108.37,103.36,106.4688,104.3594,101.7188
2007-01-31,1431.8,1803.25,4221.0,17390.0,10200.0,6853.0,20155.0,6188.0,114.99,108.44,103.38,106.8438,104.6094,101.8203
2007-02-01,1447.5,1803.25,4247.0,17560.0,10344.0,6902.0,20462.0,6268.5,114.96,108.43,103.39,106.6406,104.4375,101.7422
2007-02-02,1453.0,1808.25,4251.0,17590.0,9835.0,6922.0,20628.0,6297.0,115.28,108.66,103.49,106.75,104.5313,101.7891
2007-02-05,1451.7,1805.5,4248.0,17350.0,9585.0,6911.0,20468.0,6295.5,115.47,108.77,103.52,106.8438,104.6094,101.8047
2007-02-06,1454.5,1803.25,4250.0,17430.0,9769.0,6912.5,20678.0,6315.5,115.62,108.84,103.51,107.1406,104.7813,101.8672
2007-02-07,1455.3,1823.0,4266.0,17290.0,10011.0,6942.0,20660.0,6367.5,115.6,108.82,103.5,107.2813,104.8906,101.8828
2007-02-08,1451.5,1821.75,4257.0,17280.0,10103.0,6923.0,20755.0,6344.0,115.4,108.64,103.43,107.3125,104.875,101.875
2007-02-09,1453.5,1792.25,4238.0,17510.0,9999.0,6896.0,20688.0,6368.0,115.0,108.47,103.39,106.9844,104.7188,101.8203
2007-02-12,1442.3,1785.5,4224.0,17510.0,10426.0,6885.0,20603.0,6347.5,114.84,108.39,103.39,106.8438,104.5938,101.7813
2007-02-13,1439.9,1796.0,4263.0,17600.0,10450.0,6935.5,20080.0,6372.0,114.74,108.34,103.35,106.8125,104.5781,101.7656
2007-02-14,1450.0,1822.75,4280.0,17780.0,10550.0,6989.5,20189.0,6392.5,115.03,108.47,103.39,107.2969,104.9219,101.8984
2007-02-15,1459.2,1831.0,4267.0,17890.0,10800.0,6979.5,20538.0,6406.5,115.43,108.68,103.45,107.4844,105.0313,101.9688
2007-02-16,1458.0,1827.25,4262.0,17870.0,10995.0,6990.0,20500.0,6405.0,115.42,108.62,103.42,107.6094,105.1094,101.9766
2007-02-19,1458.0,1827.25,4270.0,17920.0,10995.0,7000.0,20500.0,6425.0,115.28,108.52,103.4,107.6094,105.1094,101.9766
2007-02-20,1456.8,1838.5,4274.0,17960.0,10995.0,7018.0,20500.0,6404.5,115.39,108.56,103.42,107.6719,105.1563,102.0
2007-02-21,1456.7,1844.75,4248.0,17930.0,10995.0,6973.0,20619.0,6350.5,115.45,108.57,103.42,107.5938,105.0781,101.9531
2007-02-22,1462.6,1853.75,4263.0,18090.0,10995.0,7010.0,20755.0,6375.0,115.05,108.39,103.36,107.3125,104.8906,101.875
2007-02-23,1457.7,1845.75,4258.0,18220.0,10995.0,7012.5,20660.0,6382.0,115.45,108.59,103.41,107.7344,105.1719,101.9766
2007-02-26,1458.7,1837.25,4272.0,18230.0,10985.0,7036.5,20494.0,6415.0,115.93,108.84,103.48,108.0,105.3281,102.0469
2007-02-27,1438.8,1750.25,4038.0,18110.0,10305.0,6656.5,20050.0,6248.0,116.53,109.27,103.67,108.8281,105.9219,102.3359
2007-02-28,1405.2,1767.75,4081.0,17540.0,10190.0,6730.0,19509.0,6132.0,116.23,109.04,103.56,108.4531,105.7188,102.2422
2007-03-01,1393.2,1778.25,3985.0,17340.0,10002.0,6701.5,19375.0,6101.0,115.85,108.85,103.56,108.6094,105.9531,102.4922
2007-03-02,1399.5,1745.0,3945.0,17120.0,10168.0,6652.0,19468.0,6088.0,115.99,108.99,103.65,109.0,106.25,102.6328
2007-03-05,1378.8,1734.0,3887.0,16600.0,9938.0,6540.0,18560.0,6032.5,116.2,109.07,103.65,108.9688,106.2031,102.625
2007-03-06,1385.3,1765.75,3979.0,16820.0,10209.0,6712.0,19045.0,6135.5,116.05,108.93,103.57,108.7344,106.0156,102.5313
2007-03-07,1393.1,1757.5,3945.0,16710.0,10576.0,6679.0,18848.0,6173.5,116.2,108.98,103.58,109.0,106.2344,102.6328
2007-03-08,1402.5,1775.0,4011.0,17020.0,10677.0,6764.0,19102.0,6244.5,116.1,108.95,103.57,108.8906,106.1563,102.5625
2007-03-09,1423.7,1770.0,4040.0,17110.0,10643.0,6780.5,19130.0,6272.0,115.84,108.74,103.48,108.3438,105.7188,102.3438
2007-03-12,1412.4,1777.5,4019.0,17280.0,10595.0,6800.5,19379.0,6249.0,116.07,108.89,103.52,108.5938,105.9375,102.4219
2007-03-13,1410.0,1743.25,3903.0,17130.0,10632.0,6617.5,19243.0,6175.0,116.45,109.11,103.61,109.1094,106.3594,102.6719
2007-03-14,1392.6,1768.75,3903.0,16550.0,10366.0,6619.5,18732.0,6040.0,116.33,108.99,103.56,108.8125,106.1563,102.5547
2007-03-15,1397.7,1765.5,3914.0,16800.0,10556.0,6633.0,18875.0,6143.0,116.34,108.95,103.53,108.7969,106.1094,102.5156
2007-03-16,1404.1,1764.25,3911.0,16700.0,10436.0,6641.0,18873.0,6151.0,116.3,108.87,103.51,108.75,106.0781,102.4844
2007-03-19,1406.3,1781.25,3988.0,17000.0,10791.0,6731.0,19261.0,6189.5,116.13,108.75,103.46,108.5938,105.9531,102.4219
2007-03-20,1423.2,1792.5,4008.0,17140.0,10788.0,6758.0,19308.0,6227.5,116.26,108.85,103.49,108.7031,106.0469,102.4531
2007-03-21,1444.6,1825.0,4080.0,17140.0,10868.0,6886.5,19549.0,6300.5,116.32,108.93,103.54,108.875,106.2344,102.5938
2007-03-22,1444.8,1818.75,4092.0,17380.0,10931.0,6904.0,19786.0,6326.0,115.87,108.7,103.47,108.5469,106.0313,102.5078
2007-03-23,1445.1,1811.5,4130.0,17440.0,11000.0,6958.5,19739.0,6361.0,115.45,108.51,103.42,108.3281,105.8906,102.4453
2007-03-26,1447.1,1818.25,4109.0,17470.0,11034.0,6942.5,19802.0,6339.5,115.35,108.47,103.4,108.4219,105.9531,102.4844
2007-03-27,1443.8,1810.25,4090.0,17430.0,10950.0,6928.0,19750.0,6323.0,115.26,108.41,103.38,108.4531,106.0,102.5156
2007-03-28,1433.8,1789.75,4061.0,17250.0,11182.0,6877.0,19571.0,6301.5,115.13,108.34,103.36,108.3594,105.9688,102.5313
2007-03-29,1436.7,1787.5,4111.0,17270.0,11300.0,6961.0,19884.0,6326.0,115.0,108.27,103.33,108.125,105.7656,102.4297
2007-03-30,1434.5,1791.75,4114.0,17310.0,11286.0,6979.5,19878.0,6330.0,114.93,108.23,103.32,108.125,105.7969,102.4531
2007-04-02,1433.0,1790.0,4130.0,17030.0,11624.0,7016.5,19730.0,6335.0,114.81,108.08,103.26,108.1719,105.7969,102.4297
2007-04-03,1440.5,1814.25,4188.0,17270.0,11744.0,7119.5,19910.0,6383.0,114.59,108.06,103.27,107.9844,105.6719,102.3594
2007-04-04,1448.6,1819.25,4198.0,17580.0,11802.0,7131.5,20126.0,6385.0,114.8,108.19,103.31,108.1406,105.7656,102.3984
2007-04-05,1448.0,1828.0,4216.0,17530.0,11883.0,7178.0,20126.0,6426.5,114.57,108.06,103.26,107.9219,105.6406,102.3516
2007-04-06,1458.0,1838.5,4216.0,17530.0,11848.0,7178.0,20126.0,6426.5,114.57,108.06,103.26,107.3906,105.2344,102.1406
2007-04-09,1456.9,1824.25,4216.0,17760.0,12082.0,7178.0,20126.0,6426.5,114.57,108.06,103.26,107.4219,105.2656,102.1484
2007-04-10,1452.8,1830.0,4243.0,17690.0,12267.0,7227.5,20258.0,6433.0,114.36,107.91,103.21,107.5938,105.4063,102.2344
2007-04-11,1457.9,1813.0,4216.0,17700.0,12439.0,7191.0,20250.0,6426.0,114.08,107.79,103.17,107.5,105.3125,102.1797
2007-04-12,1445.7,1827.5,4234.0,17520.0,12571.0,7227.5,20221.0,6449.5,113.82,107.69,103.14,107.4531,105.25,102.1641
2007-04-13,1457.2,1832.0,4257.0,17400.0,12538.0,7268.0,20199.0,6472.5,113.45,107.48,103.08,107.2813,105.125,102.0938
2007-04-16,1467.4,1848.0,4315.0,17650.0,12864.0,7390.5,20655.0,6518.0,113.75,107.64,103.13,107.4531,105.2031,102.1328
2007-04-17,1479.6,1852.0,4307.0,17610.0,12776.0,7390.0,20604.0,6508.0,113.95,107.71,103.14,107.8281,105.5,102.2656
2007-04-18,1475.0,1847.5,4290.0,17660.0,12639.0,7337.0,20585.0,6469.5,114.13,107.8,103.16,108.0469,105.6563,102.3359
2007-04-19,1473.0,1849.0,4276.0,17390.0,12360.0,7304.0,20140.0,6472.5,113.74,107.61,103.11,107.9844,105.625,102.3203
2007-04-20,1488.5,1862.25,4349.0,17410.0,12511.0,7389.5,20413.0,6488.5,113.77,107.63,103.13,107.9844,105.625,102.3125
2007-04-23,1491.2,1862.75,4320.0,17480.0,12940.0,7355.5,20450.0,6488.5,113.98,107.71,103.14,108.1719,105.75,102.3594
2007-04-24,1490.3,1870.25,4306.0,17450.0,12950.0,7328.5,20444.0,6456.0,114.07,107.74,103.14,108.3281,105.8594,102.4141
2007-04-25,1494.2,1894.0,4356.0,17280.0,12950.0,7417.0,20357.0,6472.0,113.77,107.61,103.11,108.1406,105.7031,102.3438
2007-04-26,1502.8,1905.75,4349.0,17460.0,13095.0,7431.0,20531.0,6486.5,113.46,107.42,103.04,107.7969,105.4688,102.2188
2007-04-27,1497.5,1906.75,4331.0,17410.0,13000.0,7435.0,20347.0,6435.5,113.63,107.52,103.06,107.8594,105.5313,102.2656
2007-04-30,1502.3,1881.75,4322.0,17410.0,13276.0,7418.5,20095.0,6473.5,114.27,107.86,103.15,108.3438,105.8438,102.375
2007-05-01,1490.5,1885.25,4322.0,17280.0,13276.0,7418.5,20095.0,6416.5,114.27,107.86,103.15,108.2188,105.7188,102.2969
2007-05-02,1493.2,1899.25,4371.0,17440.0,13276.0,7510.0,20330.0,6492.5,113.63,107.49,103.04,108.1719,105.6719,102.2813
2007-05-03,1505.7,1906.5,4379.0,17440.0,13276.0,7513.0,20611.0,6537.0,113.5,107.44,103.04,107.9531,105.4844,102.1719
2007-05-04,1514.0,1908.75,4407.0,17440.0,13276.0,7554.0,20785.0,6601.0,113.8,107.57,103.07,108.2031,105.6406,102.2266
2007-05-07,1513.7,1907.0,4405.0,17690.0,13276.0,7566.0,20824.0,6601.0,113.72,107.5,103.04,108.2656,105.6719,102.2266
2007-05-08,1509.5,1904.75,4389.0,17670.0,13677.0,7508.5,20684.0,6555.5,113.72,107.53,103.06,108.25,105.6563,102.2344
2007-05-09,1509.3,1912.75,4404.0,17750.0,13906.0,7540.5,20786.0,6557.0,113.56,107.46,103.04,107.9844,105.4688,102.125
2007-05-10,1511.8,1887.5,4312.0,17770.0,13976.0,7377.5,20683.0,6510.0,113.76,107.55,103.08,108.1563,105.625,102.2109
2007-05-11,1500.8,1911.5,4395.0,17540.0,13923.0,7525.0,20413.0,6580.0,113.53,107.45,103.05,107.9531,105.4844,102.1406
2007-05-14,1512.2,1896.25,4372.0,17710.0,14092.0,7475.0,21015.0,6568.0,113.19,107.28,103.0,107.7813,105.3594,102.1094
2007-05-15,1510.1,1883.25,4386.0,17550.0,13534.0,7490.0,20874.0,6582.0,112.94,107.14,102.94,107.75,105.3281,102.1172
2007-05-16,1511.2,1900.75,4408.0,17560.0,13782.0,7546.0,20985.0,6575.0,112.92,107.08,102.9,107.6719,105.2813,102.0938
2007-05-17,1514.8,1890.25,4393.0,17530.0,14023.0,7526.0,21025.0,6582.0,112.79,107.03,102.88,107.3594,105.0781,102.0156
2007-05-18,1521.2,1905.75,4465.0,17400.0,13931.0,7642.0,20951.0,6664.5,112.79,107.03,102.86,107.0313,104.875,101.9531
2007-05-21,1527.2,1915.75,4447.0,17560.0,13963.0,7626.5,21046.0,6657.0,112.89,107.08,102.9,107.1563,104.9531,101.9766
2007-05-22,1529.5,1920.0,4453.0,17690.0,14073.0,7671.0,20883.0,6613.5,112.57,106.87,102.83,106.875,104.7656,101.9219
2007-05-23,1530.6,1910.25,4471.0,17730.0,14256.0,7736.5,20840.0,6627.0,112.45,106.8,102.8,106.7656,104.7188,101.9219
2007-05-24,1525.6,1882.0,4428.0,17660.0,14167.0,7689.0,20840.0,6569.5,112.6,106.88,102.84,106.7656,104.7031,101.9219
2007-05-25,1515.1,1892.75,4473.0,17450.0,13700.0,7774.5,20530.0,6559.5,112.23,106.65,102.75,106.6563,104.6094,101.875
2007-05-28,1515.1,1892.75,4473.0,17600.0,14400.0,7774.5,20572.0,6559.5,112.23,106.65,102.75,106.6563,104.6094,101.875
2007-05-29,1520.3,1906.25,4467.0,17680.0,14849.0,7786.5,20511.0,6587.0,112.2,106.65,102.74,106.4688,104.4531,101.8125
2007-05-30,1513.8,1922.5,4495.0,17590.0,13600.0,7837.0,20290.0,6616.5,112.21,106.61,102.73,106.5469,104.4844,101.8125
2007-05-31,1536.3,1934.5,4507.0,17860.0,14099.0,7883.5,20693.0,6629.5,112.06,106.55,102.7,106.375,104.3594,101.7422
2007-06-01,1538.4,1958.0,4573.0,17990.0,14191.0,8069.5,20808.0,6703.5,111.65,106.42,102.53,105.9219,104.125,101.7734
2007-06-04,1534.6,1961.0,4560.0,18030.0,13159.0,8081.0,20830.0,6705.5,111.71,106.46,102.54,106.0469,104.1719,101.7813
2007-06-05,1535.5,1960.5,4527.0,18090.0,13631.0,7996.0,20993.0,6629.0,111.43,106.34,102.52,105.6406,103.9063,101.7031
