,S&P 500,NASDAQ 100,Euro Stoxx 50,Nikkei 225,FTSE China A50,DAX,Hang Seng,FTSE 100,EURO BUND 10Y,EURO BOBL 5Y,EURO SCHATZ 2Y,US T-Note 10Y,US T-Note 5Y,US T-Note 2Y
2017-04-20,-0.0016633967414484419,0.009222356103438578,0.009278659084106522,0.0032590983161324694,0.010531471956894523,0.005126067930818934,0.0098279061920028,0.0017740562021004713,-0.002755833180231426,-0.0009820214533917682,-0.0002668801708033408,-0.0013622585438335388,-0.0009869473684209762,-7.193601015220707e-05
2017-04-21,0.005511171871662279,-0.0015153602424576862,0.0014827995255042303,0.009745533297238707,0.004120213281628704,0.0035658014760759915,-0.0012948498391880392,0.0005666926400793582,-0.0020879390813067777,-0.0003780718336484634,0.0,-0.0004959703401801185,-0.00013149820285796032,7.194118531406168e-05
2017-04-24,0.007860299116247527,0.012417218543046449,0.04086467278649697,0.015549597855227804,-0.005551532705768802,0.03210213187902822,0.007026348808030214,0.021168141592920353,-0.005784615384615388,-0.00461422087745833,-0.002046627513792365,-0.0012401441488936182,-0.0012510833167533875,-0.0008650766349072025
2017-04-25,0.002866658235318953,0.007949486690288055,0.0008534850640113945,0.007919746568109787,0.0070388349514562965,0.00016012169248624808,0.01212725309411078,0.0009012756516917353,-0.005261203268135617,-0.0015958659472604664,-0.00017833259028099402,-0.003601837565154531,-0.0022427845981388694,-0.0006489077028020152
2017-04-26,0.002816427760729656,-0.002208301410608904,-0.005685048322910724,0.009952854897852248,0.0019281754639672855,-0.0030818491094656286,0.004103405826836326,-0.0015931287663641935,0.003857880654595247,0.0015223017202010691,0.00017836439846607988,0.001994514287902538,0.0010575018760083932,0.0003611488783139549
2017-04-27,0.0007964453386988257,0.009304426377597208,0.0008576329331047017,0.0005186721991701226,-0.00024055809477985246,0.0004817729243615787,0.003514507560277824,-0.0015262938809490478,0.004400917374325797,0.0025839793281652312,0.000891662951404415,0.00037262985911734603,0.0003963555571331323,0.00014403807037011163
2017-04-28,8.376963350786859e-05,-0.0009845162445180078,-0.0008568980291345785,-0.004665629860031051,-0.0004812319538017862,0.0,0.00020361622414077907,-0.006878821567537496,-0.0015428289311281151,-0.000454821103698988,-8.90868596882255e-05,0.0007465739577809938,0.00026441393875398234,-7.200866319612143e-05
2017-05-01,-0.0003350504669764609,0.009138147285432607,0.0,0.005729166666666563,-0.005296100144439042,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017401761172757269,-0.0008580624510688972,-0.00021604154645116225
2017-05-02,-0.0007541162176882832,-0.0016424005681817677,0.010005717552887372,0.008803728638011377,-0.006292352371732868,0.006059390048154034,-0.00814299092056514,0.008325753865528585,-0.00012361703442720362,-0.0006825420900955503,-0.0002672843905916489,0.002241155681046658,0.0013870962015880561,0.00028811764064884393
2017-05-03,-0.001173954970441371,-0.00222311146680898,0.0008491367110103898,0.0,-0.003409644422795899,0.0009971680427585117,0.0,-0.0012489592006661443,-0.0014835878098535815,-0.0006830082719890829,-8.911861687899147e-05,-0.002732976726771419,-0.001978580014316056,-0.0006490011567545917
2017-05-04,0.0012592872434202818,0.003163851878258628,0.012726244343891358,0.0,0.0,0.007929550525980211,0.0002462953080744068,0.002014728359038598,-0.0035287562681853846,-0.0012150668286755595,-0.0002673796791443639,-0.0022414751010537692,-0.001321950295345431,-0.00028822170900688615
2017-05-05,0.005450048211965042,0.003731343283582156,0.017872102764590947,0.0,-0.003421309872922773,0.014785530737299935,-0.00890548692904336,0.007418706233099925,-0.0036655069582505195,-0.0013686131386861922,-0.00026745119015780805,0.000623941955023577,0.0002650787910711827,-7.300025503897967e-05
2017-05-08,0.0,0.0011063905115948902,-0.010425240054869667,0.020020533880903413,-0.0019617459538989745,-0.009310841871518205,0.003768115942029082,-0.000963523743978012,0.0006235580220739223,0.00022841480127921976,-0.00044587123238803983,-0.0021205588822356125,-0.0010583408263863392,-0.000216244389428355
2017-05-09,-0.0023141391819205825,0.004464877768445286,-0.0005544774050457724,0.0010065425264218497,0.0029484029484030394,0.002713330711757722,0.01216946495606619,0.005580049600440784,-0.0004985355518166701,0.0,0.00017842804888923425,-0.000875309238592914,-0.0005297310491895191,-7.209705372623887e-05
2017-05-10,0.0008358583220144933,-0.0008802042073761118,0.0022191400832176633,0.0005027652086475598,0.004164625183733506,0.002117730107062954,0.007173133355070194,0.005891621566075145,-0.00043643618679467533,-0.0003806043997869324,-0.00026759432700029784,-0.0006254254254254299,-0.0005961572871535648,-0.00036143564827773034
2017-05-11,-0.0017747155235410261,-0.000836930666901603,-0.0033213396069747825,0.0030150753768845018,0.006343010490363454,-0.002426329589480636,0.005948527031401696,0.003132874753115855,0.0006237524950098994,0.00045689917758151566,0.00017844396859389988,0.0020032548885429158,0.0011268408744555813,0.00036156633123907156
2017-05-12,-0.0006274837900021035,0.0033064409469647504,0.002499305748403291,-0.004008016032064132,0.020121212121212206,0.00298144443136783,-0.00020113439800473198,0.005024102111480744,0.0031791547188630975,0.000989496118130484,0.0001784121320249632,0.003748193677732159,0.002780876115825448,0.0009391780528140714
2017-05-15,0.004604437002930117,0.002680376131470208,0.00221606648199435,0.0005030181086518315,0.0011882129277567266,0.001642742597879998,0.007966524503097983,0.0035803553333784155,-0.0024234139066675597,-0.00038019922439347376,0.00017838030681405215,-0.0009958921440841317,-0.0005941891178024017,-7.295811926899542e-05
2017-05-16,-0.0010416666666667185,0.0034620272579868328,0.0008291873963515162,-0.0005027652086475598,-0.00023736055067646866,-0.000195243859580585,0.001995848634839481,0.008144857296715102,-0.0009343465802915674,-0.0005324813631524261,-0.0003566969859105651,0.0011220936816636051,0.0005945423884197165,0.0
2017-05-17,-0.0172054223149114,-0.025853786356887065,-0.02292184479425574,-0.005533199195171035,-0.005460588793922083,-0.018981409154819606,-0.0001593498526013537,-0.010015356880550219,0.006671238855290307,0.0036532460613443174,0.000892060660125038,0.006596761126507866,0.003962387744321116,0.001010405141059545
2017-05-18,0.0031830238726791027,0.010131803102304326,0.0025438100621819615,-0.010116337885685334,-0.005251850083552112,0.0037423361732622507,-0.006016415650649476,0.005260673096378232,0.0002477393781741277,-0.000682490331387009,-0.00035650623885918886,-0.0006180782751421532,-0.0007240196899680473,-0.00035983569348641
