,Consumer Staples,Industrials,Health Care,Materials,IT,Financials,Consumer Discretionary,Energy,Real Estate,Utilities,Communication Services
2012-02-10,1197.77,853.45,697.43,1793.28,530.123,526.12,829.05,1537.12,,873.57,614.62
2012-02-13,1202.65,859.22,701.92,1805.08,532.051,530.3,833.99,1548.09,,873.6,618.35
2012-02-14,1210.2,860.24,705.34,1791.26,536.195,529.06,837.25,1554.19,,878.91,619.2
2012-02-15,1217.28,864.84,709.72,1801.05,539.66,535.2,844.97,1563.67,,882.13,622.6
2012-02-16,1225.07,865.28,712.48,1803.71,545.871,536.28,847.3,1577.12,,887.26,623.54
2012-02-17,1218.72,866.48,705.71,1799.18,542.428,537.15,848.97,1572.66,,884.12,623.83
2012-02-20,1214.0,867.59,701.56,1810.68,539.258,537.64,847.49,1567.65,,881.91,622.68
2012-02-21,1210.49,865.79,699.19,1816.37,540.571,536.07,843.64,1571.55,,879.29,623.54
2012-02-22,1208.34,865.74,699.15,1815.5,540.347,531.7,842.97,1576.98,,877.8,620.85
2012-02-23,1205.76,862.45,698.28,1810.02,538.639,530.57,840.68,1575.79,,871.58,618.05
2012-02-24,1196.42,857.53,693.08,1798.24,536.307,527.37,833.65,1571.7,,867.87,614.08
2012-02-27,1201.98,857.7,695.81,1799.11,538.682,528.62,836.01,1572.69,,868.94,615.68
2012-02-28,1203.7,857.88,696.99,1808.27,541.87,530.86,840.18,1570.24,,868.41,617.54
2012-02-29,1211.64,859.78,695.78,1801.34,542.771,532.99,842.96,1567.88,,874.22,619.59
2012-03-01,1217.68,863.74,701.2,1809.91,546.345,537.53,849.41,1582.59,,882.0,621.43
2012-03-02,1224.78,868.0,705.09,1817.5,550.344,541.99,855.33,1585.65,,890.45,625.41
2012-03-05,1226.19,859.76,704.47,1777.59,543.52,536.57,850.43,1571.75,,888.78,623.14
2012-03-06,1220.47,845.63,700.0,1738.13,542.428,526.19,841.54,1546.6,,886.64,618.75
2012-03-07,1223.84,849.65,702.06,1737.45,544.754,527.73,846.04,1552.25,,884.83,619.34
2012-03-08,1226.4,857.4,703.04,1751.06,545.043,531.24,850.57,1554.2,,880.91,619.22
2012-03-09,1241.31,867.81,713.05,1779.8,554.293,538.61,864.12,1569.68,,890.89,626.49
2012-03-12,1243.7,864.92,711.66,1759.89,552.79,534.56,862.15,1557.48,,890.6,625.66
2012-03-13,1256.19,878.99,721.28,1790.55,563.391,549.26,874.55,1583.62,,899.25,632.11
2012-03-14,1257.51,882.55,723.1,1784.22,570.521,555.14,881.12,1580.57,,899.86,629.96
2012-03-15,1256.68,889.29,722.5,1788.88,571.256,559.02,884.19,1574.16,,897.95,630.45
2012-03-16,1251.31,885.49,718.07,1787.65,567.535,558.66,876.51,1577.09,,893.16,628.08
2012-03-19,1246.21,882.06,715.82,1781.97,568.495,557.36,873.48,1574.33,,885.21,626.38
2012-03-20,1243.18,873.06,714.17,1762.42,567.907,554.47,869.37,1552.99,,883.97,627.75
2012-03-21,1247.45,872.24,715.49,1758.57,568.268,552.22,870.59,1546.54,,884.02,630.0
2012-03-22,1246.26,864.4,713.47,1732.3,568.18,546.97,870.4,1518.96,,882.75,629.37
2012-03-23,1242.37,861.55,710.94,1735.24,564.909,546.41,866.2,1522.08,,879.01,627.41
2012-03-26,1248.84,866.88,716.89,1742.77,568.893,548.7,871.95,1532.97,,880.47,628.68
2012-03-27,1249.43,869.5,717.93,1746.45,572.0,549.7,875.02,1517.55,,884.19,628.01
2012-03-28,1247.46,864.46,717.92,1724.36,572.84,548.19,872.34,1499.11,,877.55,625.08
2012-03-29,1246.72,860.48,717.91,1718.52,570.601,541.37,868.56,1491.35,,876.4,623.02
2012-03-30,1253.34,863.35,720.52,1733.12,568.289,542.08,870.81,1500.23,,880.47,623.93
2012-04-02,1266.98,870.58,728.12,1760.02,574.773,546.83,880.19,1518.73,,886.37,627.78
2012-04-03,1259.3,864.21,725.79,1741.4,572.842,542.1,876.53,1503.72,,881.58,624.41
2012-04-04,1263.58,860.91,727.51,1720.53,573.29,539.99,873.64,1496.83,,882.72,624.78
2012-04-05,1266.23,862.85,729.6,1726.84,577.366,540.51,881.02,1500.27,,883.76,624.49
2012-04-06,1265.84,861.29,729.88,1725.44,577.23,540.0,879.25,1498.86,,884.3,624.28
2012-04-09,1260.08,852.46,723.77,1712.4,572.496,535.08,872.28,1485.96,,880.51,621.77
2012-04-10,1246.08,837.41,715.5,1683.7,564.857,525.04,854.8,1451.64,,870.75,612.5
2012-04-11,1246.8,840.63,714.25,1685.11,564.618,527.77,858.74,1452.85,,870.76,614.59
2012-04-12,1249.59,853.31,716.51,1722.46,567.89,533.91,866.23,1470.47,,870.0,616.56
2012-04-13,1252.98,850.66,714.43,1718.66,565.161,530.09,866.21,1461.15,,868.29,615.05
2012-04-16,1260.76,851.05,717.99,1713.85,559.896,529.94,865.87,1460.11,,875.24,615.75
2012-04-17,1268.98,858.11,724.01,1728.67,564.822,534.94,868.03,1475.2,,879.04,620.23
2012-04-18,1272.54,857.97,724.32,1731.39,564.002,533.47,871.09,1475.12,,874.84,617.1
2012-04-19,1269.73,851.54,724.26,1724.6,558.118,530.75,863.28,1467.17,,869.83,614.54
2012-04-20,1271.57,851.5,726.76,1719.8,551.701,529.29,859.31,1462.35,,873.69,616.63
2012-04-23,1262.3,843.91,723.69,1692.68,550.871,524.62,852.4,1456.22,,867.27,614.67
2012-04-24,1258.51,846.71,722.74,1687.97,545.727,526.46,849.35,1459.49,,871.36,621.9
2012-04-25,1265.98,853.26,728.04,1713.51,560.13,531.15,861.55,1471.28,,874.84,623.96
2012-04-26,1271.21,854.18,725.91,1710.66,562.286,531.44,868.01,1483.18,,872.73,625.42
2012-04-27,1268.19,856.72,725.96,1718.88,561.381,532.68,873.93,1485.26,,875.38,628.08
2012-04-30,1266.85,853.7,726.99,1712.52,560.094,532.25,874.71,1492.4,,876.42,631.18
2012-05-01,1269.93,853.62,729.1,1719.17,560.223,534.1,874.27,1505.07,,879.2,633.39
2012-05-02,1278.33,857.82,731.93,1718.94,564.865,533.33,882.39,1495.88,,876.55,634.23
2012-05-03,1278.02,853.18,730.95,1701.72,559.814,530.17,878.63,1479.92,,873.62,635.35
2012-05-04,1270.89,845.3,725.13,1674.15,550.848,525.34,866.84,1445.9,,873.66,633.51
2012-05-07,1277.37,843.42,727.92,1666.2,549.219,526.52,864.62,1448.14,,877.71,638.79
2012-05-08,1272.83,840.9,729.45,1645.43,549.012,523.5,859.2,1436.24,,878.29,637.63
2012-05-09,1271.62,834.34,727.16,1640.72,549.951,519.1,858.71,1428.94,,876.59,637.1
2012-05-10,1271.69,833.59,728.46,1644.23,545.956,522.1,857.42,1436.56,,884.09,639.28
2012-05-11,1275.31,832.06,730.59,1635.38,545.36,518.41,859.39,1430.47,,884.85,640.09
2012-05-14,1274.07,827.76,729.59,1610.62,545.112,512.73,852.99,1409.93,,882.86,636.76
2012-05-15,1276.99,825.12,728.76,1590.52,544.834,510.69,851.05,1399.37,,876.81,638.36
2012-05-16,1274.43,820.66,730.24,1572.44,538.482,504.61,847.2,1393.18,,873.67,632.26
2012-05-17,1269.68,815.75,725.68,1567.88,534.812,498.2,837.53,1382.68,,871.32,630.72
2012-05-18,1258.72,804.38,719.51,1547.23,524.88,490.37,824.43,1371.83,,869.85,627.48
2012-05-21,1258.02,812.97,722.67,1561.82,534.581,492.29,830.39,1385.9,,867.03,627.05
2012-05-22,1262.28,822.58,724.36,1579.9,535.674,499.08,837.9,1394.9,,872.3,633.04
2012-05-23,1264.62,825.18,724.69,1574.16,540.456,498.06,842.97,1396.17,,870.4,630.65
2012-05-24,1273.73,827.45,730.11,1587.25,537.138,500.29,845.28,1404.79,,877.57,633.81
2012-05-25,1281.68,828.59,735.19,1587.55,538.601,500.97,848.82,1410.98,,884.46,636.73
2012-05-28,1279.65,829.45,734.25,1595.73,538.3,501.35,848.86,1411.43,,880.36,635.87
2012-05-29,1286.69,841.47,736.11,1619.85,546.4,506.7,860.57,1429.21,,880.32,637.85
2012-05-30,1286.96,836.89,736.93,1603.97,548.08,502.48,857.78,1401.74,,880.8,637.43
2012-05-31,1288.22,834.12,737.66,1596.14,546.189,504.56,855.08,1395.82,,886.4,639.4
2012-06-01,1268.46,814.34,725.66,1573.03,532.071,493.76,832.11,1367.22,,880.53,634.56
2012-06-04,1257.58,796.95,719.67,1547.8,524.433,485.37,819.1,1351.79,,875.48,631.02
2012-06-05,1259.81,803.63,723.96,1564.03,530.693,492.54,825.52,1364.86,,878.97,631.02
2012-06-06,1274.97,818.93,731.96,1599.38,541.368,504.78,840.97,1400.68,,888.49,639.34
2012-06-07,1275.93,823.49,731.33,1605.68,539.731,507.31,842.85,1404.1,,887.76,637.0
2012-06-08,1286.69,825.89,738.37,1601.79,545.459,508.37,846.93,1403.33,,896.8,644.61
2012-06-11,1282.03,824.38,733.14,1596.14,539.947,505.32,841.68,1393.25,,893.44,644.6
2012-06-12,1293.09,832.66,740.88,1611.83,545.787,510.17,847.89,1410.55,,898.56,652.53
2012-06-13,1285.92,819.38,736.81,1598.27,538.79,506.94,834.63,1394.45,,892.91,649.15
2012-06-14,1291.98,819.7,741.4,1592.15,537.792,508.18,836.3,1398.42,,894.92,651.0
2012-06-15,1292.88,825.7,743.45,1611.15,542.711,514.61,841.86,1422.69,,900.26,652.46
2012-06-18,1301.52,833.9,749.53,1632.99,549.762,515.76,852.99,1422.96,,902.72,655.14
2012-06-19,1296.23,837.0,754.3,1647.06,550.204,520.54,855.17,1437.38,,901.28,658.36
2012-06-20,1291.39,837.54,751.86,1648.35,551.285,523.36,857.36,1433.74,,899.87,657.71
2012-06-21,1287.81,830.73,750.04,1616.43,542.784,518.55,850.34,1394.34,,897.91,656.91
2012-06-22,1291.92,830.58,757.28,1600.0,548.42,520.07,851.29,1392.01,,901.14,660.58
2012-06-25,1289.95,821.59,753.23,1584.6,539.269,513.27,843.64,1371.25,,898.36,658.65
2012-06-26,1293.8,820.73,756.18,1587.0,539.894,514.21,847.71,1379.65,,902.91,661.46
2012-06-27,1305.84,829.48,763.65,1595.62,544.436,522.07,849.87,1402.8,,915.35,668.44
2012-06-28,1309.9,832.37,762.4,1591.08,541.582,520.65,850.88,1409.37,,919.52,671.71
2012-06-29,1314.81,843.78,764.0,1619.4,547.041,527.45,854.1,1430.93,,918.13,671.87
2012-07-02,1332.44,850.31,773.3,1637.44,553.073,535.43,864.09,1449.86,,930.21,681.79
2012-07-03,1342.24,857.28,774.73,1665.03,557.083,539.95,866.04,1479.23,,928.7,683.89
2012-07-04,1349.46,865.37,779.92,1680.46,561.916,542.98,873.22,1488.29,,933.32,688.5
2012-07-05,1357.93,872.04,783.15,1691.29,567.988,543.85,881.9,1489.08,,935.11,691.93
2012-07-06,1363.43,866.01,782.34,1674.44,561.436,541.62,880.3,1476.87,,936.55,690.57
2012-07-09,1360.16,862.39,786.1,1656.4,557.779,538.52,873.05,1466.76,,935.31,692.67
2012-07-10,1369.69,859.98,785.27,1649.13,554.518,538.92,872.92,1460.74,,939.86,696.59
2012-07-11,1367.34,854.97,785.28,1642.34,551.688,541.69,867.78,1474.92,,944.35,700.27
2012-07-12,1368.08,850.59,788.0,1622.17,547.805,537.04,863.76,1469.23,,942.61,694.15
2012-07-13,1376.51,859.57,792.9,1643.92,552.247,543.35,872.65,1488.53,,948.1,703.74
2012-07-16,1376.27,859.09,795.22,1644.37,551.283,543.31,871.22,1493.69,,948.66,705.44
2012-07-17,1383.28,862.05,804.57,1649.68,552.671,546.97,876.56,1508.44,,948.83,711.01
2012-07-18,1383.69,866.79,807.13,1649.76,558.106,545.66,878.5,1514.28,,946.78,712.27
2012-07-19,1390.12,875.11,809.89,1675.34,567.312,548.35,888.59,1525.8,,948.06,709.46
2012-07-20,1388.59,870.94,805.03,1670.07,565.202,543.27,883.31,1529.53,,943.55,705.51
2012-07-23,1374.74,861.81,797.26,1630.32,559.741,534.39,871.02,1511.13,,932.65,699.23
2012-07-24,1374.52,859.03,792.39,1623.15,557.269,533.13,868.67,1495.98,,924.66,693.46
2012-07-25,1366.7,855.29,792.38,1615.37,550.803,532.03,863.46,1490.19,,919.03,693.92
2012-07-26,1377.59,860.8,793.0,1624.85,550.29,536.38,867.76,1504.36,,925.99,702.14
2012-07-27,1388.03,871.48,803.79,1651.19,560.014,544.92,880.04,1523.72,,931.89,709.2
2012-07-30,1407.46,883.75,810.85,1676.68,566.773,554.66,891.7,1547.17,,943.88,719.51
2012-07-31,1395.89,877.44,805.29,1663.54,567.314,550.59,883.07,1522.56,,935.02,717.26
2012-08-01,1397.91,874.66,806.95,1662.27,566.189,550.78,880.54,1531.43,,931.71,721.61
2012-08-02,1401.43,876.23,807.58,1656.68,569.229,549.65,886.58,1523.89,,931.68,719.83
2012-08-03,1402.07,879.3,807.32,1661.39,569.435,554.02,889.48,1539.52,,935.92,719.18
2012-08-06,1396.97,882.15,803.32,1674.7,572.111,555.21,894.19,1540.81,,934.82,721.01
2012-08-07,1392.73,887.85,803.83,1693.48,575.782,557.33,902.43,1565.7,,937.31,721.73
2012-08-08,1402.16,892.1,808.37,1707.41,579.52,560.75,904.88,1574.33,,941.22,724.71
2012-08-09,1408.87,897.58,810.66,1727.17,585.242,563.82,909.85,1587.52,,944.34,727.08
2012-08-10,1406.15,898.7,811.94,1728.19,585.68,563.01,909.1,1587.97,,944.04,728.91
2012-08-13,1401.04,892.93,807.95,1712.38,584.117,560.63,903.94,1575.16,,940.21,724.67
2012-08-14,1409.32,895.99,814.2,1710.82,584.866,562.76,906.68,1583.01,,946.57,729.68
2012-08-15,1411.51,898.81,818.81,1707.68,587.047,564.56,910.61,1586.21,,946.17,731.18
2012-08-16,1406.61,900.86,812.97,1720.26,591.428,565.92,914.14,1590.29,,944.48,725.29
2012-08-17,1410.54,910.94,811.32,1727.83,597.019,571.36,923.69,1598.94,,948.37,725.74
2012-08-20,1407.55,906.43,810.54,1718.95,596.19,568.77,918.27,1588.37,,946.2,721.69
2012-08-21,1394.38,898.17,802.42,1717.45,588.027,567.51,911.72,1574.27,,935.7,714.82
2012-08-22,1388.88,892.15,800.67,1711.51,588.408,564.89,910.93,1569.37,,932.72,709.8
2012-08-23,1376.68,883.45,794.48,1696.79,580.671,559.51,901.54,1547.27,,919.69,705.59
2012-08-24,1388.39,885.36,803.01,1690.05,584.124,560.23,905.89,1555.6,,926.85,711.26
2012-08-27,1389.73,884.95,803.75,1684.98,583.823,560.41,906.73,1556.27,,928.22,711.43
2012-08-28,1386.12,876.77,798.95,1670.46,579.693,557.36,901.65,1549.53,,920.28,707.23
2012-08-29,1387.84,879.08,801.95,1665.32,583.672,558.66,907.13,1546.37,,920.6,709.28
2012-08-30,1386.36,872.8,800.3,1640.93,578.11,555.01,901.48,1534.29,,917.78,706.75
2012-08-31,1378.07,869.56,797.0,1643.24,576.678,554.54,894.91,1532.85,,912.97,703.91
2012-09-03,1386.65,871.96,799.8,1650.88,578.152,556.29,896.67,1539.12,,915.64,707.72
2012-09-04,1385.21,865.61,799.1,1635.73,578.554,554.67,893.55,1528.78,,915.39,707.17
2012-09-05,1379.67,858.66,800.11,1629.02,574.299,552.34,890.0,1514.63,,911.04,704.6
2012-09-06,1393.19,871.58,810.05,1666.74,583.586,562.58,904.15,1543.3,,920.38,712.31
2012-09-07,1368.21,876.83,800.89,1695.75,579.86,565.69,905.77,1550.03,,916.05,706.56
2012-09-10,1361.79,875.39,797.66,1702.94,574.566,564.52,905.31,1548.34,,914.62,706.86
2012-09-11,1359.21,874.52,797.26,1702.16,573.516,565.45,899.75,1553.83,,910.21,707.83
2012-09-12,1349.6,878.17,795.14,1703.91,576.194,568.48,900.82,1554.12,,904.93,709.36
2012-09-13,1360.7,880.39,799.91,1719.99,581.859,572.33,906.31,1572.13,,912.26,711.99
2012-09-14,1339.26,881.39,785.79,1751.18,579.102,575.09,902.63,1581.08,,901.6,700.52
2012-09-17,1339.9,877.98,788.19,1742.66,578.67,572.49,898.63,1573.33,,897.64,698.14
2012-09-18,1353.02,880.15,793.92,1744.7,582.103,571.08,898.39,1565.61,,900.02,701.36
2012-09-19,1358.54,883.96,796.57,1757.26,583.496,572.32,907.63,1556.3,,903.88,703.78
2012-09-20,1371.36,881.47,803.48,1751.25,584.696,571.45,909.14,1562.72,,907.69,707.1
2012-09-21,1369.24,880.72,807.13,1746.77,584.333,572.51,908.09,1563.75,,909.99,711.38
2012-09-24,1375.09,881.28,812.27,1735.37,583.58,574.06,908.71,1563.23,,918.37,714.66
2012-09-25,1371.01,874.89,811.1,1720.7,574.902,570.15,902.33,1552.7,,915.24,713.33
2012-09-26,1375.63,872.18,811.28,1708.18,574.212,566.31,899.27,1543.31,,916.56,711.73
2012-09-27,1378.16,878.7,816.17,1723.76,580.958,570.55,902.45,1555.09,,916.07,713.38
2012-09-28,1371.17,873.35,810.91,1718.53,578.101,567.18,897.01,1545.24,,913.22,708.18
2012-10-01,1377.18,875.56,815.63,1726.7,575.805,569.36,895.39,1553.63,,914.77,706.77
2012-10-02,1375.69,873.42,815.71,1715.54,575.7,568.21,893.5,1551.15,,915.54,706.07
2012-10-03,1378.45,875.02,819.75,1706.24,578.649,570.26,897.07,1539.84,,921.07,708.73
2012-10-04,1376.31,874.6,819.24,1702.34,575.221,572.2,900.13,1535.68,,915.66,705.62
2012-10-05,1378.16,877.42,819.11,1709.77,570.506,573.06,900.02,1533.64,,914.84,707.16
2012-10-08,1380.26,878.29,821.34,1709.43,569.242,572.56,900.52,1538.84,,916.82,704.18
2012-10-09,1376.45,873.98,817.73,1705.99,564.895,571.95,894.66,1545.5,,914.44,702.34
2012-10-10,1370.81,866.62,811.65,1693.27,560.19,570.41,888.79,1530.19,,912.02,698.54
2012-10-11,1367.34,865.94,810.48,1699.08,556.483,572.8,886.29,1536.35,,913.09,696.04
2012-10-12,1369.0,865.1,808.46,1688.78,556.124,569.39,885.38,1525.64,,908.14,686.16
2012-10-15,1377.52,870.56,818.01,1692.13,560.538,573.96,893.71,1532.61,,913.7,683.97
2012-10-16,1376.92,874.72,822.66,1708.82,565.791,577.36,896.65,1543.73,,915.86,684.96
2012-10-17,1373.41,876.64,818.47,1723.3,559.18,579.78,896.09,1553.33,,919.44,686.86
2012-10-18,1368.74,883.31,820.75,1732.78,554.557,582.7,900.5,1557.08,,922.69,692.48
2012-10-19,1363.88,876.81,814.42,1721.98,546.415,578.34,894.3,1546.12,,921.14,687.33
2012-10-22,1359.1,871.37,811.05,1714.36,548.254,576.97,889.23,1533.37,,914.8,683.91
2012-10-23,1350.64,866.45,803.43,1690.13,546.57,573.56,887.47,1511.29,,908.28,680.99
2012-10-24,1352.87,864.13,804.09,1687.22,544.63,573.9,883.99,1506.43,,904.85,680.97
2012-10-25,1361.23,867.97,809.85,1698.2,545.256,576.26,886.22,1513.78,,908.67,678.53
2012-10-26,1360.81,867.72,809.43,1695.79,545.349,573.86,887.47,1516.05,,909.37,680.13
2012-10-29,1361.92,868.45,809.09,1696.31,546.758,573.32,885.58,1515.24,,909.4,677.59
2012-10-30,1357.23,865.2,807.54,1699.31,544.962,572.84,884.07,1515.25,,907.13,676.86
2012-10-31,1356.47,869.42,802.33,1704.81,544.422,575.73,889.47,1510.11,,912.04,676.0
2012-11-01,1360.9,880.75,809.6,1722.48,553.139,582.1,899.56,1522.92,,911.46,683.23
2012-11-02,1365.95,886.19,810.32,1723.82,552.051,585.52,906.93,1518.66,,912.53,684.45
2012-11-05,1370.56,889.74,813.96,1726.74,556.994,585.65,908.45,1525.48,,905.21,683.37
2012-11-06,1375.53,894.42,814.22,1738.13,559.374,589.43,911.03,1539.68,,906.71,684.79
2012-11-07,1368.54,885.62,804.42,1729.92,550.703,582.2,906.44,1511.52,,896.91,678.55
2012-11-08,1362.95,878.14,799.57,1718.65,545.028,578.7,896.14,1494.21,,893.05,674.52
2012-11-09,1365.94,879.13,803.91,1711.49,547.593,577.35,895.34,1494.4,,886.9,675.33
2012-11-12,1364.55,877.51,804.15,1702.94,545.734,577.43,894.24,1491.89,,881.98,675.3
2012-11-13,1365.77,875.38,803.25,1695.2,542.378,575.92,894.84,1485.12,,879.14,673.93
2012-11-14,1352.96,860.73,794.54,1664.03,538.191,570.24,883.51,1466.85,,874.38,669.57
2012-11-15,1340.12,855.61,786.33,1643.41,533.28,566.82,878.56,1458.16,,868.21,661.84
2012-11-16,1348.01,860.85,792.31,1646.16,537.97,569.11,888.86,1462.03,,873.89,662.04
2012-11-19,1361.5,870.96,796.0,1672.87,546.478,575.36,899.9,1484.41,,876.23,668.56
2012-11-20,1365.17,872.2,799.48,1679.39,545.353,576.42,902.67,1482.92,,874.6,669.01
2012-11-21,1366.77,871.77,799.42,1674.8,546.961,576.83,904.65,1486.1,,873.47,671.47
2012-11-22,1365.82,872.76,797.96,1678.59,546.173,577.4,904.78,1482.58,,871.25,671.5
2012-11-23,1373.03,876.44,802.14,1688.43,551.614,580.11,909.78,1490.9,,870.14,673.28
2012-11-26,1369.29,876.6,798.11,1688.66,553.994,577.69,909.04,1479.88,,875.98,669.09
2012-11-27,1374.98,879.11,798.87,1689.5,554.13,578.34,909.43,1473.37,,876.5,667.56
2012-11-28,1385.17,882.54,804.9,1686.96,556.937,579.12,916.13,1481.9,,878.24,669.98
2012-11-29,1386.66,886.22,807.44,1703.37,557.096,582.29,918.59,1484.35,,882.8,674.69
2012-11-30,1385.26,884.8,805.55,1701.59,555.909,582.31,918.12,1481.14,,884.43,672.49
2012-12-03,1379.21,878.64,802.4,1686.66,553.027,579.76,912.03,1470.61,,878.14,668.59
2012-12-04,1377.77,879.67,804.07,1681.72,552.047,579.69,908.22,1464.45,,876.78,667.07
2012-12-05,1379.82,886.1,807.29,1685.37,548.61,584.85,907.92,1474.98,,884.63,669.7
2012-12-06,1389.68,894.13,813.17,1707.17,555.084,590.0,919.7,1486.43,,886.39,674.32
2012-12-07,1399.93,900.94,818.2,1719.86,556.122,594.57,924.48,1495.89,,890.0,676.09
2012-12-10,1401.4,902.68,822.59,1732.16,557.573,593.95,923.14,1499.68,,889.67,676.9
2012-12-11,1397.53,900.41,825.54,1735.98,560.2,593.49,922.0,1499.41,,891.51,677.71
2012-12-12,1391.26,899.84,821.88,1741.22,557.675,594.85,921.67,1502.97,,890.29,679.33
2012-12-13,1382.18,895.09,813.0,1731.74,554.311,592.06,916.64,1489.11,,884.5,676.97
2012-12-14,1378.05,894.65,809.75,1739.87,548.637,591.21,915.2,1482.94,,882.81,672.33
2012-12-17,1373.52,895.81,809.86,1743.16,550.643,593.47,921.61,1483.41,,891.18,669.24
2012-12-18,1371.07,901.17,812.4,1751.59,555.878,597.05,926.53,1494.88,,892.68,669.12
2012-12-19,1361.99,901.5,805.01,1753.7,554.066,598.76,925.97,1490.53,,888.99,666.7
2012-12-20,1367.31,905.66,806.21,1756.03,554.448,603.18,928.1,1497.16,,893.0,667.87
2012-12-21,1362.55,903.99,805.7,1746.88,550.642,601.21,923.59,1492.53,,893.77,667.96
2012-12-24,1357.76,900.14,802.64,1743.92,548.799,599.85,922.06,1484.22,,891.15,666.48
2012-12-25,1358.13,900.53,802.62,1745.53,549.491,600.52,922.58,1484.24,,891.75,667.33
2012-12-26,1350.6,898.03,798.7,1747.11,545.555,599.18,917.0,1478.01,,885.65,665.61
2012-12-27,1350.77,899.58,797.1,1753.55,546.08,599.19,920.15,1477.07,,885.06,666.34
2012-12-28,1344.33,894.26,790.79,1748.97,543.04,597.32,917.28,1462.48,,879.45,663.33
2012-12-31,1355.57,903.43,798.41,1764.59,552.551,601.57,929.31,1482.52,,887.16,666.81
2013-01-01,1355.67,903.49,798.5,1765.04,552.563,601.69,929.36,1482.58,,887.21,666.88
2013-01-02,1374.63,918.06,807.32,1805.82,565.573,613.37,941.88,1507.54,,898.41,677.33
2013-01-03,1385.74,928.07,816.8,1816.13,568.589,620.1,953.42,1525.74,,904.92,682.68
2013-01-04,1393.59,936.51,823.32,1819.59,568.733,625.65,961.47,1540.78,,912.16,687.18
2013-01-07,1384.2,929.93,821.83,1804.39,564.513,623.64,954.67,1524.93,,898.92,684.42
2013-01-08,1384.94,926.53,825.62,1799.63,563.462,622.4,953.34,1524.25,,899.23,683.17
2013-01-09,1387.2,933.64,833.18,1807.89,565.787,626.94,957.01,1528.76,,902.56,687.75
2013-01-10,1378.25,928.34,828.35,1799.2,562.748,625.16,950.65,1521.46,,894.37,683.21
2013-01-11,1369.4,919.33,822.46,1774.26,560.257,619.46,944.49,1509.91,,886.66,675.89
2013-01-14,1367.84,917.98,821.18,1772.27,557.165,619.55,943.96,1507.79,,884.48,673.09
2013-01-15,1376.17,921.21,821.95,1773.92,554.348,620.82,951.08,1513.7,,887.6,670.26
2013-01-16,1381.19,920.28,824.23,1768.5,557.937,621.16,950.11,1518.67,,887.22,667.58
2013-01-17,1383.65,921.04,827.41,1766.26,556.51,619.75,953.45,1520.1,,886.79,668.39
2013-01-18,1391.82,930.72,830.3,1778.42,559.804,624.36,961.39,1533.87,,892.94,673.12
2013-01-21,1389.89,929.63,829.69,1781.22,558.182,623.81,958.58,1532.32,,893.79,672.12
2013-01-22,1394.11,935.32,832.95,1791.06,561.067,627.14,962.44,1543.11,,897.24,673.45
2013-01-23,1397.04,933.3,835.61,1783.6,565.467,624.89,960.11,1542.44,,894.0,672.77
2013-01-24,1389.75,929.63,834.64,1772.09,553.145,623.82,957.44,1537.41,,889.05,669.23
2013-01-25,1390.03,928.83,835.73,1760.95,549.881,621.8,959.71,1534.88,,886.81,666.56
2013-01-28,1390.49,927.71,832.95,1746.07,549.939,621.92,956.87,1532.45,,884.81,666.36
2013-01-29,1399.2,930.24,838.06,1760.37,550.062,623.81,956.34,1548.32,,891.11,671.81
2013-01-30,1389.32,922.48,832.85,1745.63,546.553,619.73,949.99,1529.47,,883.46,667.96
2013-01-31,1384.23,917.82,829.92,1742.13,546.402,619.16,947.85,1518.11,,883.0,669.19
2013-02-01,1383.04,916.22,828.79,1747.18,545.512,617.37,946.77,1515.56,,875.81,670.11
2013-02-04,1383.32,915.95,827.57,1748.02,545.235,616.47,948.02,1511.91,,874.92,670.33
2013-02-05,1393.96,918.77,835.22,1745.73,550.567,618.66,952.01,1520.51,,877.31,670.6
2013-02-06,1395.99,922.44,834.37,1749.09,550.933,619.1,956.5,1514.81,,877.0,669.27
2013-02-07,1408.54,930.21,837.3,1759.42,556.715,622.62,964.29,1519.96,,884.02,674.19
2013-02-08,1412.38,932.91,843.93,1768.22,561.515,627.65,972.56,1528.18,,886.22,676.52
2013-02-11,1409.11,930.69,840.41,1757.4,561.317,626.69,968.23,1519.02,,887.39,674.06
2013-02-12,1405.29,931.39,837.94,1751.1,557.103,629.25,966.18,1516.68,,886.66,672.3
2013-02-13,1410.12,937.47,840.61,1764.47,558.128,630.69,967.87,1524.94,,887.02,669.35
2013-02-14,1420.24,944.89,845.31,1774.34,562.906,634.6,972.84,1532.87,,885.85,666.09
2013-02-15,1419.34,942.46,845.35,1759.07,561.638,631.16,971.03,1519.83,,886.34,664.88
2013-02-18,1418.75,943.75,845.94,1755.41,561.895,633.34,971.48,1518.39,,888.14,664.47
2013-02-19,1434.03,951.73,852.86,1759.2,564.841,637.19,975.83,1532.5,,893.44,665.76
2013-02-20,1435.31,947.07,851.16,1729.82,560.324,633.6,968.73,1515.06,,891.4,662.16
2013-02-21,1441.49,946.05,851.59,1714.69,560.639,629.63,967.15,1512.49,,890.85,662.61
2013-02-22,1456.71,956.7,861.13,1729.5,567.571,636.91,973.93,1530.98,,903.72,671.33
2013-02-25,1441.57,945.02,854.11,1722.29,560.011,630.64,964.15,1506.09,,896.4,668.98
2013-02-26,1451.39,951.33,859.43,1729.58,566.754,630.37,973.93,1515.4,,899.44,671.89
