,Consumer Staples,Industrials,Health Care,Materials,IT,Financials,Consumer Discretionary,Energy,Real Estate,Utilities,Communication Services
2016-09-02,0.014928849551299361,0.007510429255170203,0.007334916743932052,0.01094027046338697,0.006099404153677712,0.009929626116790269,0.005936586737750771,0.01649960544421769,0.006871705085767843,0.017011947321783127,0.008887740088280971
2016-09-05,0.0010175671053032076,0.005211333464350654,0.0017967356150825342,0.0065025497115214215,0.0045905972476691925,0.004626140592934425,0.004290932518096868,0.005491861651279573,0.0067349833729257735,0.005190220452923722,0.005301432766401826
2016-09-06,-0.0022580003287511197,-0.005521397945149942,-0.0015921362314827991,-0.0007542498075362447,-0.0001642164170547744,-0.006612962791985977,-0.001252730892828069,0.0017929723142104947,0.0016928606543880065,0.0010087725852971907,-0.00018623799255057527
2016-09-07,-0.0037935280244173475,0.002189637523472454,0.0006429125197757735,0.0027694053586952982,0.0030095995214003413,0.0010455997676444007,0.001242183334141167,0.004566762630251464,0.0011429914060361313,0.0024559386687170726,0.0004019568435602583
2016-09-08,-0.007951049042349001,-0.004816147623041722,-0.0024314194828508606,-0.009775165990935974,-0.009320060084564652,-0.000847211744908094,-0.007873539219424242,0.009802118931530934,-0.007857315350502936,-0.0011988979075137074,-0.002263773740224573
2016-09-09,-0.018815199557805418,-0.016210815366629494,-0.014219954662844314,-0.01746807305974374,-0.016712868142035986,-0.006237513357803315,-0.015121754831153633,-0.019470448994455825,-0.02199134503505873,-0.02106926913642837,-0.01639312058618425
2016-09-12,0.0058972123488252315,-0.00013817975804730764,0.008480818873024765,-0.009204123447304369,0.004830777234868355,-0.006872771901116237,0.002898604582024955,0.000268944584608688,-0.0022203911044230695,0.001553658332254404,-0.00045934772622868714
2016-09-13,-0.011196351740568211,-0.011587973935696105,-0.010994594800592061,-0.013350135440059141,-0.005916916436989994,-0.0163239846057881,-0.011548556430446277,-0.027988323261292636,-0.01843936099474086,-0.014227379531127626,-0.015585038363171377
2016-09-14,-0.002872361944575519,-0.0025027614267139064,0.0008284631687112132,-0.0011789620767197473,0.003501145111370896,-0.0035415171093562403,-0.002780294273843409,-0.009398298163808327,0.000353958243813457,0.0006788237835169131,-0.004363887310221748
2016-09-15,0.00792963854552653,0.005732948333380117,0.007514165260300576,0.005863516142429415,0.014180569921002473,0.007396378656164382,0.004272915230875363,0.00850348050981009,0.00215160313866658,0.0045558262156579765,0.004444172629604726
2016-09-16,0.0018426996444305122,0.0013170548145671201,0.008126870899942684,-9.235667059637187e-05,0.005155601046455072,-0.0018474374255065262,0.003125545878771341,-0.002307367754865286,0.005141591557141778,0.009622836971952653,0.004038886972052458
2016-09-19,0.0023571744264432315,0.004440083234162007,-0.0012698533035139237,0.008003173016321474,0.0014088869241875024,0.006937727625529799,0.0021642733203559583,0.0037333650504167704,0.008978458952275892,0.009052284352697004,0.0011724277339801858
2016-09-20,0.004128716178599223,0.0014480804273571124,0.005408482778252344,0.0006468130979653264,0.002029136602834436,0.0016009297251144972,0.002575384290776306,-0.006398820299796548,0.0018560407441783333,0.0012428442301899434,0.0011912453561622183
2016-09-21,0.007087983251423902,0.014397597863537559,0.009632565748080912,0.01840071103450125,0.014104669469893416,0.01522596227844808,0.012843843620787831,0.017517938660712495,0.011641591240889149,0.014369005078051389,0.015124931937806174
2016-09-22,0.005615503193129312,0.003103281293693083,0.00038636264496383355,0.008388826886560397,-0.0006240759656694905,0.001434452517289353,0.0027684240761225443,0.004024092462965978,0.0067849842022773554,0.00323358178514499,0.005731370562409355
2016-09-23,-0.003486258622577454,-0.003542434420767848,-0.0019186086349846088,-0.002790497621258048,-0.006103677569662791,-0.0065797135204379575,-0.0025291923648862458,-0.00887848345904163,0.0027194182744427753,-0.0030753080852511383,0.0008394978815025045
2016-09-26,-0.011743557964039697,-0.01211165926320168,-0.015403339054454679,-0.010556768271835604,-0.012669668446397164,-0.018381103100638785,-0.015977368958080107,-0.011693189551379435,-0.005201932171863488,-0.007971524971265409,-0.010736559564222037
2016-09-27,0.011020337369972877,0.009386785285057098,0.01113738217638538,0.006124141450656095,0.016322576248459786,0.007213059937661859,0.012821786481552744,-0.002277587610982623,0.004674000418078306,0.00041112273882482064,0.008808155773681214
2016-09-28,0.0013328348032639603,0.0047763400097169395,0.0006833256015146283,0.008760435379900677,0.0030147284026016408,0.0031538634827665835,0.0036231217699960183,0.02915862050659279,0.002253431715484533,0.0008517951208577568,-0.0029763376215008464
2016-09-29,-0.00780186084924317,-0.005495964858514668,-0.018894520213252552,0.0027289202694351644,-0.00608812467872244,-0.006441547389695934,-0.00719565084600815,0.013695538633154314,-0.011044524943496059,-0.008548029473904317,-0.001983536645839501
2016-09-30,0.002156183864483685,0.0014586243734078241,0.00309053873709364,-0.0032960890936539755,0.0010907405219191535,0.00029739953843588296,0.0008982846454852478,0.0032058825400258506,-0.005051293903602039,-0.010323484232402702,-0.009599523005068056
2016-10-03,0.00020322599172084566,0.0018736195731703376,0.0011267354590651646,0.002426522996939351,0.0002860074271135993,0.0019146836015080382,0.0024158152915576547,0.003728243984402191,-0.007852631652391029,-0.006178052696050429,0.002548563172258822
2016-10-04,0.0014002076017580745,0.0018564652083403743,0.0035862349619757428,-0.002535669285986919,0.004399624212002573,0.008107017377267045,0.005739831116507554,0.002792113857602141,-0.006263093018274768,-0.009852933295565136,-0.0004703857162872138
2016-10-05,-0.009915663926038376,-0.0024525332624822926,-0.002730751685336319,-0.0031396433700585646,-0.0001861672323980601,0.00559277531172353,-0.0006889949819214314,0.007741976125232197,-0.021781915012271114,-0.011350456956407351,-0.01295671416126809
2016-10-06,-0.0002093876969134767,0.0019463623512057104,-0.0026937567105672633,0.0027078612102826582,0.004730974414413058,0.004133199072664739,0.0003782932871245759,0.004625751684648849,9.546093477474926e-05,-0.0018613235731156363,-0.0039055763514815878
2016-10-07,-0.00696916900234823,-0.008206554337750083,-0.0005988138389700914,-0.0072049585216725776,-0.003262981755370764,-0.0009794890332210926,-0.005489277611066434,-0.0023146707816369405,-0.004939435268017545,-0.006691321653555571,-0.007729753951442042
2016-10-10,0.003271214657195598,0.0023297688099623848,0.005647520763881531,0.00812875010563685,0.007154764773682043,0.005590895827254139,0.003912766166225268,0.015335969365481317,0.004448136782695178,0.007682963383659036,0.005542270072767863
2016-10-11,0.002057410703902862,-0.0002536905112893173,-0.011979539706786557,-0.0028920662031676203,-0.005065151542308022,-0.002356245792418221,-0.0002565762947940309,-0.0021990036916235134,-0.003193850186399727,-0.0009002097880201898,0.0064915844161146374
2016-10-12,0.0026111175583150015,0.0011247513887937544,-0.004503493094002442,0.0009825815096025092,0.0012916498530004539,0.0020244092564367655,0.0027925109378437174,-0.0010896129719347725,0.007616248649510382,0.006824253915523437,-0.0007910028496385113
2016-10-13,-0.0034724231726374066,-0.00408976941099104,-0.0018946106703957577,-0.010094382211210395,-0.007754294997850186,-0.01344557329462992,-0.00567915227074689,-0.006587948183846337,0.002892893847807221,0.006108759260412322,-0.004090083324029936
2016-10-14,0.0057226587803278495,0.0062802231439635925,-0.0014979048701276865,0.006580796377115172,0.005774136871250279,0.010509962691397812,0.004724930596836652,0.003691135691110903,0.0020839102665928255,0.005128046469537129,0.00843795858470564
2016-10-17,-0.004512988166731957,-0.00018456490532503533,-0.002883912810133782,0.0004741333895268429,-0.0005642735518857078,-0.001583973911017944,-0.005294361626857369,-0.004561412183544333,-0.0013822279588181496,0.0020007387343017324,-0.0010711831521079684
