,Consumer Staples,Industrials,Health Care,Materials,IT,Financials,Consumer Discretionary,Energy,Real Estate,Utilities,Communication Services
2017-01-06,0.10819982819349941,0.09606747285884955,0.09116430459665713,0.09076225366826704,0.08024975565818629,0.07913370905509236,0.08770564950507573,0.07990662650443192,0.09314863901625788,0.09859117072063482,0.09507059022304785
2017-01-13,0.10951449096730055,0.09588639294630762,0.09121859483584822,0.09267667654142042,0.07857333184428167,0.07522841196640473,0.0873790787347576,0.07748825581316138,0.09670678637250467,0.0991980320838017,0.09612994789421142
2017-01-20,0.11062376744544512,0.093965305152285,0.08929031134521805,0.09224847350396434,0.07576718148066769,0.07405216436316386,0.08591531821784627,0.08148448866855706,0.09836035319547896,0.10088182812629028,0.09741080850108332
2017-01-27,0.10942157594187574,0.09301372192614188,0.08779107199339373,0.09459044138668549,0.07484879394124866,0.07246638233058586,0.08470859662598945,0.08050194343191827,0.09994365820402433,0.10298808023788843,0.09972573398024819
2017-02-03,0.11163475753334494,0.09131019243849611,0.09200978154482957,0.09272122290169756,0.07376976308153269,0.07137710037370648,0.08612741786325484,0.07682763989718129,0.09998936220502286,0.10528311823248343,0.09894964392845022
2017-02-10,0.11292033680291672,0.09089781697609306,0.09052471549296079,0.09259558754262062,0.0732870801445917,0.07055150295943993,0.08497178717374698,0.07497120751166152,0.10187928342860843,0.10656332205719041,0.10083735991016986
2017-02-17,0.11137060890513849,0.08991542373156662,0.08957723702879287,0.09347828320628915,0.07383507577748348,0.07116754810364373,0.08427719957188956,0.07534261277990414,0.10140503158761092,0.10710525018018144,0.1025257291274996
2017-02-24,0.10994200924710978,0.08883984543327264,0.08981917141131536,0.09512966192991837,0.07342287388906397,0.07248275366161645,0.08402902090131568,0.07491262191897721,0.10161498617838591,0.10700458940096674,0.10280246602805773
2017-03-03,0.10853171684143556,0.0875175512414142,0.09181172998091543,0.09281028539741558,0.07330467459047424,0.07070799777334345,0.0836345682759227,0.07405741434941918,0.10744528502738349,0.10942881296277719,0.10074996355949892
2017-03-10,0.10788060735520122,0.08645333793084516,0.09070091342187848,0.08908322786947567,0.07339334706705464,0.07066422060223918,0.08443932851509432,0.07235772596983701,0.1069973295147333,0.11307828379350593,0.10495167796013502
2017-03-17,0.106371286922426,0.08797135944730712,0.09736216535090678,0.09091184613688269,0.07397472070142805,0.07206150068199066,0.0850947967797111,0.0734109912619733,0.10029883703945554,0.1100436398968518,0.102498855781067
2017-03-24,0.1066586991330396,0.08710095692059137,0.09477774178385127,0.08777874275824718,0.07276053778035302,0.07164692211882458,0.08527758557966125,0.07559054708671487,0.10208029534625668,0.11448844085909775,0.10183953063336242
2017-03-31,0.1072989189805092,0.08618844584118837,0.09339856056978642,0.08791920607907994,0.07333495125060699,0.07209615156134816,0.08493251831436119,0.07406185144712367,0.10014095647693086,0.11602036739354527,0.10460807208551998
2017-04-07,0.10843594728943423,0.08494813209915744,0.09361529138366623,0.08718755887919864,0.07500447167566918,0.07048154091688859,0.08515793962373085,0.07097682335283458,0.10009737355947282,0.11928850809315518,0.10480641312679227
2017-04-14,0.10959440881599855,0.080832135697028,0.08941401211381729,0.08645614911080494,0.07326140085494667,0.07020001044840188,0.08430897394766534,0.06650775551953339,0.10406803236579094,0.12412705434921172,0.11123006677680135
2017-04-21,0.11194179698417575,0.07943213425085092,0.09237823926083666,0.07986912103384844,0.0748194943694039,0.07030144013411253,0.08501547576593145,0.06489683908646199,0.10012895639500996,0.12842262543355154,0.11279387728581687
2017-04-28,0.1120405489950358,0.079632590428709,0.09279506295460488,0.07935804885499817,0.07646682505779942,0.07156045422719615,0.08483720804966202,0.06407078424449213,0.09900349322172186,0.1294247767926563,0.11081020717312426
2017-05-05,0.11408865546145047,0.08015070030851007,0.09403064074439772,0.07877373731342942,0.07841454471047053,0.07253600869555639,0.08610270484265482,0.06347602804047565,0.0948880642814612,0.128714472569498,0.10882444303209576
2017-05-12,0.11075212733860094,0.07878969089475561,0.10109519894774263,0.07727948639964705,0.07890508133479265,0.07413260278725158,0.08393414635698998,0.06311682430358742,0.09357637432159065,0.12586511246196846,0.11255335485307301
2017-05-19,0.11661882198364937,0.07656414785573937,0.09506408965070216,0.0759359233293754,0.07677651532924457,0.07066970773675842,0.08161159956917083,0.0646030334952104,0.09538920749003486,0.13607900952013655,0.11068794403997817
2017-05-26,0.11487040621233413,0.07804148617291873,0.0981885386770819,0.0762844321930869,0.07747514386753061,0.07215210588997434,0.08216979745967108,0.06435771162364042,0.09461392936924129,0.13163133025886373,0.11021511827565691
2017-06-02,0.11470367134152434,0.07960634409590146,0.09841714984868799,0.07516293791231632,0.07755957647521035,0.07411846821475165,0.08197841381237611,0.06553159435524611,0.09108707891172751,0.13255554147692486,0.10927922355533337
2017-06-09,0.11670613579083652,0.08140719811701647,0.09531910090736835,0.07405597710206253,0.08329279639089071,0.07589037991782493,0.08242147619775429,0.06571252732323257,0.0888806568484467,0.12681193969859395,0.10950181170597287
2017-06-16,0.11610779520625558,0.08196766425739281,0.09526721817832597,0.07500900427357388,0.07883042630406056,0.07543294789125427,0.08289790799576255,0.06442696009125022,0.089952533248527,0.12635974253641652,0.11374780001718063
2017-06-23,0.11902912236958438,0.08195752955146982,0.099717726902882,0.07446382373976632,0.07772871647427532,0.07502074337209666,0.08340079627547627,0.06485523542245297,0.08898205215029154,0.1247752337701472,0.11006901997155756
2017-06-30,0.11145829769202033,0.08212595708702204,0.09536783222808444,0.08058871584333338,0.07366109850315426,0.08511557299679182,0.08405770531239386,0.07301607499652474,0.0931575162999936,0.11546588984310556,0.10598533919757597
2017-07-07,0.11323941972898607,0.0828739031067671,0.09164906007028609,0.08270076144388296,0.07584678340725756,0.0902654182767934,0.08533255308759352,0.07376371947695885,0.08699163767754346,0.11209942537278622,0.10523731835114475
2017-07-14,0.10969065348159857,0.084535422697633,0.09115876891848919,0.08321042631796344,0.07540995037794306,0.09141707492389398,0.08527812336447692,0.07434002756961207,0.0884249472772882,0.1130257569637837,0.10350884810731786
2017-07-21,0.10665199793278356,0.08540610984180938,0.09220496000655248,0.08330521763060085,0.07590123356874519,0.08818278706963106,0.08455403026201908,0.07439232773806946,0.08939129509692825,0.1164863816339789,0.10352365921888186
2017-07-28,0.10180360257641594,0.08797900178954302,0.09729212486562284,0.08537588587868229,0.07769673900323257,0.09290202989028692,0.08568477891852191,0.07474474852645344,0.08902564061339785,0.10808920848960611,0.09940623944823716
2017-08-04,0.09985064536197835,0.08987204165156883,0.09556107923177995,0.08675856464579712,0.07701709814414642,0.09314585725896726,0.08622300694335185,0.07803862806678993,0.08979706535409918,0.10745162226832468,0.09628439107319635
2017-08-11,0.10299383433664197,0.09012956209069722,0.09673176669340695,0.08698040399902558,0.07544591238513289,0.08811600453352839,0.08554833484794634,0.07769616857095328,0.09036955156933363,0.10789534805051185,0.09809311292282191
2017-08-18,0.10258935868648307,0.09011895451803249,0.09594739306951154,0.08747054632261464,0.07344949324215365,0.08620715670639788,0.0860942736117865,0.08315308167478005,0.08957348904243748,0.1079023881977058,0.09749386492809689
2017-08-25,0.10336863698903223,0.08872942147320957,0.09319119084092786,0.08817111269523088,0.07135125733316953,0.08644585797105614,0.08405462534161992,0.0849909475701237,0.0917288912505134,0.11208230683981615,0.09588575169530045
2017-09-01,0.10325953629687017,0.08878164216185827,0.09124667080132909,0.08710026826880493,0.07069421255294019,0.08562994296005007,0.08397269202129215,0.08361120842043557,0.09189073854373027,0.113856559782615,0.09995652819007429
2017-09-08,0.10177749516919021,0.08897070303306957,0.09061961068752877,0.08813061033334404,0.07013226229762128,0.08341249767021452,0.08416068865306514,0.08501300168483518,0.09317444338928366,0.11425757096106559,0.10035111612078206
2017-09-15,0.10344191481699563,0.0875598329395992,0.08809321846798511,0.08672144990254119,0.06988470660489256,0.08111548038676568,0.08406601568594389,0.0857300988830807,0.09524881560514109,0.11518117787783841,0.10295728882921663
2017-09-22,0.10001967448688384,0.08932914090575737,0.08953346653243476,0.08688834315803984,0.07171384459712107,0.08495792479674584,0.08510091147800115,0.0863668264924242,0.09099847996258548,0.1122188736175548,0.10287251397245166
