,Portfolio Vol
2020-05-08,0.4009103825442343
2020-05-15,0.40179967926054966
2020-05-22,0.4045283561373619
2020-05-29,0.40531594334189436
2020-06-05,0.40737557845665634
2020-06-12,0.4146247739380545
2020-06-19,0.416456517210269
2020-06-26,0.4176991703024972
2020-07-03,0.40654488685209744
2020-07-10,0.39675270582248773
2020-07-17,0.33221721439340274
2020-07-24,0.26795994150517893
2020-07-31,0.21518274013586622
2020-08-07,0.20231799481969168
2020-08-14,0.17963650546146168
2020-08-21,0.17136959243011382
2020-08-28,0.16071631647594395
2020-09-04,0.15829196803500448
2020-09-11,0.15972813809398248
2020-09-18,0.15851042104211288
2020-09-25,0.15389778206056362
2020-10-02,0.15461394448605545
2020-10-09,0.14831005981914488
2020-10-16,0.12114868703181109
2020-10-23,0.11647218279580872
2020-10-30,0.11954011524113041
2020-11-06,0.12350205649103597
2020-11-13,0.131123743937081
2020-11-20,0.13106848091361745
2020-11-27,0.1299207170893501
2020-12-04,0.1302018582810826
2020-12-11,0.12895765372177748
2020-12-18,0.12847090080408605
2020-12-25,0.12921156522040103
2021-01-01,0.12886470497229213
2021-01-08,0.12018029775109877
2021-01-15,0.11378231833546397
2021-01-22,0.11255126423311373
2021-01-29,0.11646684074983013
2021-02-05,0.11917913059138882
2021-02-12,0.11647960785365694
2021-02-19,0.11668097044247693
2021-02-26,0.12034202936371853
2021-03-05,0.12106231909490899
2021-03-12,0.11514800997186374
2021-03-19,0.10724534898101752
2021-03-26,0.10746466046272629
2021-04-02,0.10725977870558108
2021-04-09,0.10438576648329634
2021-04-16,0.10495466453810086
2021-04-23,0.10541376985079554
2021-04-30,0.1036324587236672
2021-05-07,0.10319510167718775
2021-05-14,0.10381110967626048
2021-05-21,0.1054412453680893
2021-05-28,0.10352825888594065
2021-06-04,0.09574066696344097
2021-06-11,0.08944002838820693
2021-06-18,0.09125360491732809
2021-06-25,0.0904845963581861
2021-07-02,0.08221802204234807
2021-07-09,0.07155516658213765
2021-07-16,0.07034974796292513
2021-07-23,0.07718142480124986
2021-07-30,0.07543042886020522
2021-08-06,0.07544467322448599
2021-08-13,0.07480467766685436
2021-08-20,0.07399658111666406
2021-08-27,0.07284110085383136
2021-09-03,0.07286291477920605
2021-09-10,0.07444962524037559
2021-09-17,0.07014176492244727
2021-09-24,0.07159811147313284
2021-10-01,0.07556420762139371
2021-10-08,0.077115502137405
2021-10-15,0.0789097619915631
2021-10-22,0.07677475269974818
2021-10-29,0.07642442201406742
2021-11-05,0.07627821742545071
2021-11-12,0.0726978989806926
2021-11-19,0.0734351870849007
2021-11-26,0.08309007290828513
2021-12-03,0.09022327963995984
2021-12-10,0.09585325342318719
2021-12-17,0.0978071549323602
2021-12-24,0.10262537589764531
2021-12-31,0.10338697027441057
2022-01-07,0.10589437328482669
2022-01-14,0.1056992867191244
2022-01-21,0.10791445095399055
2022-01-28,0.10723384781578138
2022-02-04,0.11190854204027473
2022-02-11,0.11391185957843197
2022-02-18,0.11336495081126967
2022-02-25,0.11791804385984497
2022-03-04,0.11938400011869896
2022-03-11,0.12295032103724916
2022-03-18,0.12743785356644327
2022-03-25,0.1283296047323502
2022-04-01,0.11857198873207626
2022-04-08,0.11305414592353187
2022-04-15,0.11051842690768654
2022-04-22,0.11352847415603712
2022-04-29,0.11878736010777385
2022-05-06,0.12426458410609369
2022-05-13,0.13347952678906289
2022-05-20,0.1397102804788452
2022-05-27,0.1420600193320116
2022-06-03,0.1411822311727118
2022-06-10,0.14014899203455394
2022-06-17,0.15251560942674175
2022-06-24,0.15993263771929173
2022-07-01,0.15805649101531713
2022-07-08,0.1581886080749662
2022-07-15,0.15666467222876698
2022-07-22,0.15495986363641678
2022-07-29,0.15666734938893553
2022-08-05,0.15588120315107307
2022-08-12,0.15815128901289005
2022-08-19,0.1569166321445839
2022-08-26,0.15974109206895018
2022-09-02,0.15675921240441035
2022-09-09,0.15273354505707057
2022-09-16,0.14838410903953989
2022-09-23,0.14396885440852272
2022-09-30,0.14777341513836736
2022-10-07,0.15441471357777617
2022-10-14,0.1543793027170558
2022-10-21,0.14551913781941217
2022-10-28,0.13967500431725477
2022-11-04,0.13983161917657433
2022-11-11,0.1427038216590655
2022-11-18,0.14301445525611003
2022-11-25,0.14122118432698483
2022-12-02,0.14618806191569908
2022-12-09,0.1471466427068151
2022-12-16,0.1484181690257671
2022-12-23,0.14985029774654524
2022-12-30,0.14385595897033343
2023-01-06,0.14284299567128336
2023-01-13,0.14224032367549624
2023-01-20,0.138811588629886
2023-01-27,0.13749555861012208
2023-02-03,0.12888123139816798
2023-02-10,0.12300214930846129
2023-02-17,0.11877829114697368
2023-02-24,0.11416020176096692
2023-03-03,0.11536340492970756
2023-03-10,0.12091805500373587
2023-03-17,0.11697920564955577
2023-03-24,0.11904074926415749
2023-03-31,0.12174831636189284
2023-04-07,0.11344403559976023
2023-04-14,0.11097581060269597
2023-04-21,0.10489208697158686
2023-04-28,0.10621545652798225
2023-05-05,0.10982706306597913
2023-05-12,0.1065702416720358
2023-05-19,0.10699569554493822
2023-05-26,0.10687506516771601
2023-06-02,0.11074112513420196
2023-06-09,0.1089740475759175
2023-06-16,0.10572688023247499
2023-06-23,0.10607885455532655
2023-06-30,0.10490829137885858
2023-07-07,0.10304089803391356
2023-07-14,0.09444203567772526
2023-07-21,0.09195892869082395
