,Consumer Staples,Industrials,Health Care,Materials,IT,Financials,Consumer Discretionary,Energy,Real Estate,Utilities,Communication Services
2017-01-06,0.09091187308817658,0.09090906120338034,0.09091021349953736,0.09091611688266268,0.09090333759205561,0.09090571708095585,0.0909185453589712,0.09090292662837016,0.09090699146659396,0.09090843142044511,0.09090678577885128
2017-01-13,0.09091806519877083,0.09090586799178567,0.09090644230341415,0.09091621429759694,0.09090067773818784,0.0909074780267707,0.09092086293809072,0.09090314013987823,0.09090975616470029,0.0909080240116447,0.0909034711891599
2017-01-20,0.09091527858064859,0.09090390596457601,0.09090638340133346,0.09090886048017686,0.09090794485780962,0.09090738518192534,0.09091225850120568,0.09091122756871439,0.09091105740454784,0.0909089438142323,0.09090675424482997
2017-01-27,0.09091069579725543,0.09090033033760216,0.09089636766401918,0.09090017875443454,0.09091835360570978,0.0909056371934271,0.09089184350938559,0.09092996046117004,0.0909134546181512,0.09091174390831523,0.09092143415052986
2017-02-03,0.09090558759004251,0.09091459781515061,0.09090620440816342,0.09090618801888366,0.09091791028864706,0.09091034547758536,0.09091092686398354,0.09090428898996808,0.09090598530589045,0.09090717632511526,0.09091078891657021
2017-02-10,0.09090542776739516,0.09091520582415194,0.09090622762036704,0.09090497803227734,0.0909191026606467,0.0909107905881426,0.09091055659119016,0.09090395168353106,0.09090616618292778,0.09090772083814817,0.09090987221122218
2017-02-17,0.0909049274556847,0.09091439315439638,0.0909063297803116,0.09090429967079357,0.09091797737571013,0.0909109006366312,0.09090961520170816,0.09090496968693942,0.09090807504407163,0.09090855526197321,0.09090995673177987
2017-02-24,0.09090526137116282,0.09091398737209914,0.09090655607573785,0.09090307222855216,0.09091854485329828,0.09091058767272879,0.0909101274921188,0.09090509970355777,0.09090799138607572,0.09090875532000457,0.09091001652466403
2017-03-03,0.09090662790917899,0.0909141869417866,0.0909067119649068,0.09090456559606457,0.09091742550698516,0.0909110139235512,0.09091082911482834,0.09090341919170013,0.09090643577712491,0.09090815097829175,0.09091063309558173
2017-03-10,0.09090795494307687,0.09091244668780696,0.09090989054487128,0.09090349797586686,0.09091615897049227,0.09091102010384407,0.09091122442435315,0.09090318527648772,0.09090701193825446,0.09090917670520274,0.09090843242974385
